project,#u_classes,#d_classes,#de_classes,#dne_classes,#dw_classes,#dnw_classes,#uv_classes,#dv_classes,#dev_classes,#dnev_classes,#dwv_classes,#dnwv_classes,#u_sloc,#d_sloc,#de_sloc,#dne_sloc,#dw_sloc,#dnw_sloc,#uv_classes_sloc,#dv_classes_sloc,#dev_classes_sloc,#dnev_classes_sloc,#dwv_classes_sloc,#dnwv_classes_sloc,#uv_p1_r1,#uv_p1_r2,#uv_p1_r3,#uv_p1_r4,#uv_p2_r1,#uv_p2_r2,#uv_p2_r3,#uv_p2_r4,#uv_p3_r1,#uv_p3_r2,#uv_p3_r3,#uv_p3_r4,#dv_p1_r1,#dv_p1_r2,#dv_p1_r3,#dv_p1_r4,#dv_p2_r1,#dv_p2_r2,#dv_p2_r3,#dv_p2_r4,#dv_p3_r1,#dv_p3_r2,#dv_p3_r3,#dv_p3_r4,#dev_p1_r1,#dev_p1_r2,#dev_p1_r3,#dev_p1_r4,#dev_p2_r1,#dev_p2_r2,#dev_p2_r3,#dev_p2_r4,#dev_p3_r1,#dev_p3_r2,#dev_p3_r3,#dev_p3_r4,#dnev_p1_r1,#dnev_p1_r2,#dnev_p1_r3,#dnev_p1_r4,#dnev_p2_r1,#dnev_p2_r2,#dnev_p2_r3,#dnev_p2_r4,#dnev_p3_r1,#dnev_p3_r2,#dnev_p3_r3,#dnev_p3_r4,#dwv_p1_r1,#dwv_p1_r2,#dwv_p1_r3,#dwv_p1_r4,#dwv_p2_r1,#dwv_p2_r2,#dwv_p2_r3,#dwv_p2_r4,#dwv_p3_r1,#dwv_p3_r2,#dwv_p3_r3,#dwv_p3_r4,#dnwv_p1_r1,#dnwv_p1_r2,#dnwv_p1_r3,#dnwv_p1_r4,#dnwv_p2_r1,#dnwv_p2_r2,#dnwv_p2_r3,#dnwv_p2_r4,#dnwv_p3_r1,#dnwv_p3_r2,#dnwv_p3_r3,#dnwv_p3_r4
lordlothar99.strategy-spring-security-acl,26,1906,1872,34,1872,34,6,194,190,4,190,4,411,44389,42325,2064,42325,2064,199,15270,14702,568,14702,568,0,0,0,0,0,0,0,0,0,0,0,10,0,0,5,2,0,0,61,72,0,0,0,385,0,0,5,2,0,0,61,68,0,0,0,333,0,0,0,0,0,0,0,4,0,0,0,52,0,0,5,2,0,0,61,68,0,0,0,333,0,0,0,0,0,0,0,4,0,0,0,52
lovejj1994.Simplify-Core,68,0,0,0,0,0,6,0,0,0,0,0,4561,0,0,0,0,0,252,0,0,0,0,0,0,0,1,2,0,0,0,4,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ltearno.pom-explorer,14738,6605,531,6074,3526,3079,1156,0,0,0,0,0,628607,327627,15991,311636,214831,112796,182492,0,0,0,0,0,0,0,67,447,0,0,1002,1722,0,0,0,579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ltsopensource.light-task-scheduler,2042,9162,4000,5162,2955,6207,69,925,429,496,394,531,28447,454050,177531,276519,104017,350033,4367,124462,45559,78903,36895,87567,0,0,57,0,0,0,39,34,0,0,0,127,0,0,96,93,0,0,610,645,0,0,0,964,0,0,24,35,0,0,269,143,0,0,0,656,0,0,72,58,0,0,341,502,0,0,0,308,0,0,26,7,0,0,242,94,0,0,0,669,0,0,70,86,0,0,368,551,0,0,0,295
LucidWorks.solr-scale-tk,29,8684,1665,7019,8564,120,12,1005,83,922,989,16,1186,315634,88578,227056,311348,4286,1186,115059,13683,101376,112973,2086,0,0,0,3,0,0,8,3,0,0,0,97,0,0,75,84,0,1,470,400,0,0,0,1822,0,0,14,0,0,0,58,42,0,0,0,60,0,0,61,84,0,1,412,358,0,0,0,1762,0,0,74,84,0,1,466,391,0,0,0,1755,0,0,1,0,0,0,4,9,0,0,0,67
LucidWorks.spark-solr,438,17844,7343,10501,12709,5135,29,1042,351,691,901,141,6444,421198,139850,281348,308538,112660,2340,117278,31004,86274,97725,19553,0,0,0,0,0,0,8,17,0,0,0,34,0,0,40,0,0,0,306,956,0,0,0,1415,0,0,5,0,0,0,41,563,0,0,0,21,0,0,35,0,0,0,265,393,0,0,0,1394,0,0,33,0,0,0,289,693,0,0,0,1399,0,0,7,0,0,0,17,263,0,0,0,16
lucko.helper,4659,4052,949,3103,112,3940,190,122,42,80,3,119,200010,182024,44094,137930,2692,179332,26183,19137,6791,12346,544,18593,0,0,13,1,0,0,140,68,0,0,0,271,0,0,7,0,0,0,100,55,0,0,0,180,0,0,1,0,0,0,65,8,0,0,0,82,0,0,6,0,0,0,35,47,0,0,0,98,0,0,0,0,0,0,2,0,0,0,0,1,0,0,7,0,0,0,98,55,0,0,0,179
luhuiguo.chinese-utils,11,0,0,0,0,0,0,0,0,0,0,0,520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lukas-krecan.future-converter,68,5807,2884,2923,2884,2923,0,162,113,49,113,49,1115,114770,66015,48755,66015,48755,0,11638,9785,1853,9785,1853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,4,0,0,50,67,0,0,0,111,0,0,11,4,0,0,49,24,0,0,0,101,0,0,2,0,0,0,1,43,0,0,0,10,0,0,11,4,0,0,49,24,0,0,0,101,0,0,2,0,0,0,1,43,0,0,0,10
lukas-krecan.JsonUnit,20,5479,4444,1035,1733,3746,0,237,205,32,148,89,2684,154158,103486,50672,49747,104411,0,21545,16864,4681,12855,8690,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,88,76,0,0,0,378,0,0,4,3,0,0,80,45,0,0,0,371,0,0,0,0,0,0,8,31,0,0,0,7,0,0,1,1,0,0,53,28,0,0,0,335,0,0,3,2,0,0,35,48,0,0,0,43
lukas-krecan.ShedLock,99,19542,13959,5583,2473,17069,9,671,366,305,187,484,1742,618247,399219,219028,78774,539473,421,87283,37611,49672,15589,71694,0,0,1,0,0,0,6,0,0,0,0,22,0,0,78,29,0,0,542,424,0,0,0,658,0,0,21,7,0,0,303,164,0,0,0,446,0,0,57,22,0,0,239,260,0,0,0,212,0,0,4,4,0,0,112,93,0,0,0,311,0,0,74,25,0,0,430,331,0,0,0,347
lukehutch.fast-classpath-scanner,217,0,0,0,0,0,16,0,0,0,0,0,9280,0,0,0,0,0,1744,0,0,0,0,0,0,0,0,2,0,0,14,5,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lukeiwanski.tensorflow,0,579,579,0,579,0,0,9,9,0,9,0,0,13593,13593,0,13593,0,0,1556,1556,0,1556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,8,0,0,0,0,0,0,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0
lviggiano.owner,111,177,0,177,177,0,5,9,0,9,9,0,1886,3217,0,3217,3217,0,424,799,0,799,799,0,0,0,0,0,0,0,7,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,9,0,0,0,0,0,0,0,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0
lvwangbeta.osf,111,8274,3108,5166,5351,2923,40,679,336,343,435,244,4678,330922,121129,209793,183711,147211,2652,76029,31377,44652,41217,34812,0,0,63,10,0,0,5,26,0,0,0,108,0,0,77,41,0,0,539,399,0,0,0,793,0,0,16,6,0,0,270,151,0,0,0,558,0,0,61,35,0,0,269,248,0,0,0,235,0,0,26,23,0,0,376,208,0,0,0,622,0,0,51,18,0,0,163,191,0,0,0,171
lyogavin.Pistachio,181,6660,4491,2169,3863,2797,43,597,315,282,440,157,2344,224162,129314,94848,99154,125008,1728,63568,29875,33693,39589,23979,0,0,0,6,0,0,9,5,0,0,0,137,0,0,33,49,0,0,261,228,0,0,0,1136,0,0,26,33,0,0,162,77,0,0,0,713,0,0,7,16,0,0,99,151,0,0,0,423,0,0,28,33,0,0,220,106,0,0,0,969,0,0,5,16,0,0,41,122,0,0,0,167
lzkong1029.Yii2-Plus,22,3890,3592,298,3212,678,11,435,401,34,372,63,795,133402,122775,10627,109495,23907,616,39932,37295,2637,32446,7486,0,0,3,6,0,0,13,4,0,0,0,37,0,0,56,7,0,0,295,147,0,0,0,691,0,0,47,7,0,0,279,127,0,0,0,670,0,0,9,0,0,0,16,20,0,0,0,21,0,0,38,4,0,0,224,117,0,0,0,597,0,0,18,3,0,0,71,30,0,0,0,94
maciejzaleski.JMeter-WebSocketSampler,5,663,0,663,663,0,1,66,0,66,66,0,648,28313,0,28313,28313,0,283,8249,0,8249,8249,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,122,13,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,122,13,0,0,0,10,0,0,3,0,0,0,122,13,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0
makersoft.mybatis-shards,113,1913,228,1685,137,1776,10,198,10,188,22,176,2224,86480,5880,80600,7080,79400,841,28390,917,27473,2903,25487,0,0,0,0,0,0,1,12,0,0,0,19,0,0,28,42,0,0,111,285,0,0,0,159,0,0,0,0,0,0,9,15,0,0,0,0,0,0,28,42,0,0,102,270,0,0,0,159,0,0,1,0,0,0,2,7,0,0,0,73,0,0,27,42,0,0,109,278,0,0,0,86
malensek.jbsdiff,250,135,135,0,135,0,7,0,0,0,0,0,11690,7566,7566,0,7566,0,859,0,0,0,0,0,0,0,7,0,0,0,4,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
manuelbua.libgdx-contribs,67,993,0,993,0,993,2,57,0,57,0,57,2294,60993,0,60993,0,60993,252,8204,0,8204,0,8204,0,0,0,1,0,0,0,2,0,0,0,0,0,0,3,32,0,0,32,82,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,32,0,0,32,82,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,32,0,0,32,82,0,0,0,6
mapr-demos.kafka-sample-programs,3,2785,2102,683,2102,683,1,122,92,30,92,30,62,86334,43161,43173,43161,43173,27,14714,9169,5545,9169,5545,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7,0,0,0,32,77,0,0,0,163,0,0,7,0,0,0,19,47,0,0,0,160,0,0,0,0,0,0,13,30,0,0,0,3,0,0,7,0,0,0,19,47,0,0,0,160,0,0,0,0,0,0,13,30,0,0,0,3
martinpaljak.ant-javacard,7,15,15,0,0,15,1,5,5,0,0,5,102,586,586,0,0,586,96,430,430,0,0,430,0,0,0,0,0,0,8,0,0,0,0,0,0,0,8,0,0,0,6,0,0,0,0,1,0,0,8,0,0,0,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,6,0,0,0,0,1
martint.jmxutils,2020,2548,2534,14,2534,14,51,66,65,1,65,1,41507,47862,47529,333,47529,333,5683,6475,6354,121,6354,121,0,0,7,0,0,0,16,1,0,0,0,45,0,0,7,0,0,0,21,7,0,0,0,59,0,0,7,0,0,0,17,7,0,0,0,59,0,0,0,0,0,0,4,0,0,0,0,0,0,0,7,0,0,0,17,7,0,0,0,59,0,0,0,0,0,0,4,0,0,0,0,0
martylamb.nailgun,57,1090,0,1090,0,1090,9,22,0,22,0,22,1682,12361,0,12361,0,12361,738,3779,0,3779,0,3779,0,0,0,0,0,0,8,2,0,0,0,2,0,0,1,2,0,0,18,11,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,18,11,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,18,11,0,0,0,18
Mashape.unirest-java,95,1406,180,1226,757,649,2,114,2,112,87,27,3352,64997,3568,61429,24835,40162,75,11902,25,11877,7443,4459,0,0,0,0,0,0,2,0,0,0,0,0,0,0,12,0,0,0,27,78,0,0,0,212,0,0,0,0,0,0,0,1,0,0,0,2,0,0,12,0,0,0,27,77,0,0,0,210,0,0,12,0,0,0,19,47,0,0,0,209,0,0,0,0,0,0,8,31,0,0,0,3
MaterialPrime.material-prime,53,0,0,0,0,0,1,0,0,0,0,0,1760,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mateuszk87.BadIntent,15,2046,2005,41,2005,41,2,50,50,0,50,0,303,39159,38855,304,38855,304,73,4876,4876,0,4876,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,7,0,0,0,9,2,0,0,0,44,0,0,7,0,0,0,9,2,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,9,2,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0
Matthias247.jawampa,220,1822,555,1267,0,1822,6,39,14,25,0,39,2132,61647,22471,39176,0,61647,248,4514,1066,3448,0,4514,0,0,0,0,0,0,7,1,0,0,0,3,0,0,1,2,0,0,25,26,0,0,0,5,0,0,1,2,0,0,20,2,0,0,0,0,0,0,0,0,0,0,5,24,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,25,26,0,0,0,5
mauersu.redis-admin,185,7127,4668,2459,3621,3506,14,606,353,253,359,247,4125,301774,186042,115732,98885,202889,493,69680,37946,31734,27615,42065,0,0,1,5,0,0,2,1,0,0,0,35,0,0,70,35,0,0,464,260,0,0,0,779,0,0,23,31,0,0,286,130,0,0,0,493,0,0,47,4,0,0,178,130,0,0,0,286,0,0,23,3,0,0,276,83,0,0,0,593,0,0,47,32,0,0,188,177,0,0,0,186
maxmind.GeoIP2-java,40,1282,16,1266,467,815,0,111,0,111,64,47,1075,66647,437,66210,15511,51136,0,15919,0,15919,5125,10794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,27,122,0,0,0,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,27,122,0,0,0,144,0,0,12,0,0,0,17,43,0,0,0,138,0,0,0,0,0,0,10,79,0,0,0,6
mbosecke.pebble,274,820,69,751,0,820,9,17,0,17,0,17,7187,38896,4080,34816,0,38896,575,3080,0,3080,0,3080,0,0,0,1,0,0,2,1,0,0,0,6,0,0,5,0,0,0,7,4,0,0,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,7,4,0,0,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,7,4,0,0,0,73
mbosecke.template-benchmark,63,2768,214,2554,568,2200,2,220,7,213,46,174,8439,81716,4787,76929,21939,59777,44,16288,406,15882,4782,11506,0,0,0,0,0,0,1,0,0,0,0,1,0,0,12,15,0,0,137,57,0,0,0,287,0,0,0,0,0,0,2,1,0,0,0,5,0,0,12,15,0,0,135,56,0,0,0,282,0,0,3,1,0,0,60,12,0,0,0,45,0,0,9,14,0,0,77,45,0,0,0,242
mboudreau.Alternator,321,1590,1487,103,1152,438,9,215,206,9,175,40,9095,56946,54575,2371,40455,16491,1169,19764,19079,685,15445,4319,0,0,1,0,0,0,3,12,0,0,0,10,0,0,29,13,0,2,149,111,0,0,0,383,0,0,24,13,0,2,145,108,0,0,0,366,0,0,5,0,0,0,4,3,0,0,0,17,0,0,28,5,0,2,136,81,0,0,0,340,0,0,1,8,0,0,13,30,0,0,0,43
mbreese.couchdb4j,13,298,0,298,252,46,7,35,0,35,31,4,1132,9987,0,9987,7537,2450,941,2541,0,2541,2222,319,0,0,0,0,0,0,3,0,0,0,0,24,0,0,0,2,0,0,9,23,0,0,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,9,23,0,0,0,61,0,0,0,2,0,0,9,17,0,0,0,57,0,0,0,0,0,0,0,6,0,0,0,4
mdeanda.lorem,2,0,0,0,0,0,1,0,0,0,0,0,214,0,0,0,0,0,192,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mdeverdelhan.ACR122U-reader-writer,669,286,286,0,0,286,112,0,0,0,0,0,19259,9079,9079,0,0,9079,4616,0,0,0,0,0,0,0,1,20,0,0,47,150,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mdeverdelhan.ta4j,181,889,175,714,0,889,4,108,23,85,0,108,4996,71937,6705,65232,0,71937,251,22812,2131,20681,0,22812,0,0,0,0,0,0,3,0,0,0,0,3,0,0,5,16,0,0,17,84,0,0,0,124,0,0,3,2,0,0,3,13,0,0,0,19,0,0,2,14,0,0,14,71,0,0,0,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,16,0,0,17,84,0,0,0,124
medallia.Word2VecJava,88,4155,4155,0,3923,232,7,193,193,0,178,15,1752,156086,156086,0,136056,20030,680,25133,25133,0,21514,3619,0,0,1,0,0,0,6,0,0,0,0,6,0,0,27,4,0,0,110,35,0,0,0,183,0,0,27,4,0,0,110,35,0,0,0,183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,4,0,0,108,33,0,0,0,171,0,0,4,0,0,0,2,2,0,0,0,12
medbounaga.CasaERP,110,5093,531,4562,334,4759,40,508,33,475,23,485,9488,206946,30826,176120,11397,195549,5630,58719,6734,51985,3340,55379,0,0,0,0,0,0,6,49,0,0,0,25,0,0,29,64,0,5,242,248,0,0,0,562,0,0,4,0,0,0,36,4,0,0,0,30,0,0,25,64,0,5,206,244,0,0,0,532,0,0,0,0,0,0,38,8,0,0,0,19,0,0,29,64,0,5,204,240,0,0,0,543
medcl.elasticsearch-analysis-ik,29,6362,5899,463,6362,0,5,292,228,64,292,0,1284,214018,198714,15304,214018,0,367,29252,24237,5015,29252,0,0,0,0,1,0,0,2,0,0,0,0,18,0,0,14,37,0,0,46,333,0,0,0,214,0,0,2,37,0,0,29,290,0,0,0,76,0,0,12,0,0,0,17,43,0,0,0,138,0,0,14,37,0,0,46,333,0,0,0,214,0,0,0,0,0,0,0,0,0,0,0,0
medcl.elasticsearch-analysis-mmseg,42,5755,5755,0,5755,0,6,227,227,0,227,0,1176,177155,177155,0,177155,0,520,23997,23997,0,23997,0,0,0,0,0,0,0,3,7,0,0,0,8,0,0,0,38,0,0,33,307,0,0,0,68,0,0,0,38,0,0,33,307,0,0,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,33,307,0,0,0,68,0,0,0,0,0,0,0,0,0,0,0,0
medcl.elasticsearch-analysis-pinyin,13,5815,5815,0,5815,0,0,212,212,0,212,0,396,194256,194256,0,194256,0,0,22834,22834,0,22834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,37,0,0,23,271,0,0,0,50,0,0,2,37,0,0,23,271,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,37,0,0,23,271,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0
medcl.elasticsearch-analysis-stconvert,11,5815,5815,0,5815,0,1,212,212,0,212,0,304,194256,194256,0,194256,0,59,22834,22834,0,22834,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,37,0,0,23,271,0,0,0,50,0,0,2,37,0,0,23,271,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,37,0,0,23,271,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0
menacher.java-game-server,152,2124,1598,526,787,1337,25,162,102,60,80,82,3646,69713,46992,22721,19256,50457,1299,13557,7059,6498,5456,8101,0,0,0,0,0,0,0,8,0,0,0,40,0,0,7,11,0,0,51,135,0,0,0,211,0,0,6,2,0,0,17,50,0,0,0,173,0,0,1,9,0,0,34,85,0,0,0,38,0,0,1,0,0,0,3,46,0,0,0,138,0,0,6,11,0,0,48,89,0,0,0,73
meraki-analytics.Orianna,1996,3546,2357,1189,1814,1732,9,143,72,71,47,96,30426,127209,61671,65538,34073,93136,2480,25467,10903,14564,4839,20628,0,0,0,0,0,0,0,2,0,0,0,50,0,0,15,1,0,0,32,93,0,0,0,142,0,0,12,0,0,0,14,5,0,0,0,74,0,0,3,1,0,0,18,88,0,0,0,68,0,0,7,0,0,0,9,1,0,0,0,42,0,0,8,1,0,0,23,92,0,0,0,100
merapar.spring-boot-starter-graphql,79,1342,768,574,768,574,9,101,86,15,86,15,2264,34486,18991,15495,18991,15495,711,7703,5893,1810,5893,1810,0,0,0,2,0,0,13,1,0,0,0,2,0,0,1,0,0,0,10,57,0,0,0,179,0,0,1,0,0,0,4,46,0,0,0,152,0,0,0,0,0,0,6,11,0,0,0,27,0,0,1,0,0,0,4,46,0,0,0,152,0,0,0,0,0,0,6,11,0,0,0,27
mercyblitz.confucius-commons,50,2712,2217,495,2712,0,7,105,78,27,105,0,2298,75768,60265,15503,75768,0,603,13656,10595,3061,13656,0,0,0,0,0,0,0,9,0,0,0,0,2,0,0,19,1,0,0,53,33,0,0,0,104,0,0,9,0,0,0,48,2,0,0,0,97,0,0,10,1,0,0,5,31,0,0,0,7,0,0,19,1,0,0,53,33,0,0,0,104,0,0,0,0,0,0,0,0,0,0,0,0
mertakdut.EpubParser,24,92,92,0,92,0,4,4,4,0,4,0,1109,3542,3542,0,3542,0,763,326,326,0,326,0,0,0,1,0,0,0,8,1,0,0,0,7,0,0,17,0,0,0,16,0,0,0,0,0,0,0,17,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mesos.chronos,28891,10765,3531,7234,3438,7327,1297,0,0,0,0,0,727823,267061,133335,133726,117454,149607,155370,0,0,0,0,0,0,0,118,309,0,5,663,781,0,0,0,1507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mesos.storm,46,4221,3535,686,3746,475,12,361,284,77,297,64,1791,94567,70558,24009,75073,19494,1089,22331,13352,8979,14714,7617,0,0,0,0,0,0,3,0,0,0,0,81,0,0,28,200,0,3,109,76,0,0,0,217,0,0,9,198,0,0,50,6,0,0,0,102,0,0,19,2,0,3,59,70,0,0,0,115,0,0,9,198,0,0,51,8,0,0,0,121,0,0,19,2,0,3,58,68,0,0,0,96
mesosphere.elasticsearch-mesos,48,796,591,205,521,275,3,83,75,8,72,11,498,27874,23299,4575,22214,5660,139,8864,7894,970,7733,1131,0,0,0,0,0,0,3,2,0,0,0,13,0,0,17,0,0,0,83,29,0,0,0,92,0,0,17,0,0,0,79,24,0,0,0,90,0,0,0,0,0,0,4,5,0,0,0,2,0,0,17,0,0,0,79,22,0,0,0,88,0,0,0,0,0,0,4,7,0,0,0,4
mesosphere.hdfs,0,4982,3133,1849,4471,511,0,481,179,302,427,54,0,121376,74345,47031,89772,31604,0,39097,15991,23106,31025,8072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,107,0,1,177,120,0,0,0,745,0,0,22,58,0,0,53,35,0,0,0,138,0,0,28,49,0,1,124,85,0,0,0,607,0,0,41,103,0,1,164,97,0,0,0,673,0,0,9,4,0,0,13,23,0,0,0,72
messenger4j.messenger4j,142,411,180,231,180,231,0,18,2,16,2,16,5087,12840,3568,9272,3568,9272,0,2538,25,2513,25,2513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,63,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,6,5,0,0,0,61,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,6,5,0,0,0,61
MewX.light-novel-library_Wenku8_Android,71,1698,0,1698,1698,0,4,0,0,0,0,0,1878,69964,0,69964,69964,0,223,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mfornos.humanize,184,3318,2003,1315,1725,1593,10,169,81,88,44,125,3675,107967,52103,55864,30433,77534,467,22247,8863,13384,4408,17839,0,0,0,5,0,0,2,5,0,0,0,11,0,0,11,13,0,0,20,86,0,0,0,96,0,0,11,0,0,0,11,25,0,0,0,53,0,0,0,13,0,0,9,61,0,0,0,43,0,0,7,0,0,0,9,1,0,0,0,39,0,0,4,13,0,0,11,85,0,0,0,57
mgodave.barge,8111,3316,2689,627,2808,508,421,8,5,3,3,5,209334,70386,49428,20958,54135,16251,42679,1743,133,1610,1610,133,0,0,53,34,0,2,242,193,0,0,0,462,0,0,0,4,0,0,2,0,0,0,0,2,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,1
mgodave.Jpcap,22,0,0,0,0,0,0,0,0,0,0,0,747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mgreau.javaee7-websocket,11,0,0,0,0,0,4,0,0,0,0,0,395,0,0,0,0,0,276,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mguymon.model-citizen,41,939,762,177,899,40,5,112,87,25,109,3,657,37115,28919,8196,35999,1116,252,9656,6582,3074,9485,171,0,0,0,0,0,0,0,0,0,0,0,24,0,0,3,0,0,0,14,60,0,0,0,214,0,0,2,0,0,0,12,51,0,0,0,138,0,0,1,0,0,0,2,9,0,0,0,76,0,0,3,0,0,0,14,58,0,0,0,211,0,0,0,0,0,0,0,2,0,0,0,3
