,dependency,enterprise,well_known,used_projects,contributors_in_used_projects,cves,spotbugs_vuls
7202,org_mapdb_mapdb_0.9.3_mapdb-0.9.3.jar,0,0,1,3,0,27
7203,xmlunit_xmlunit_1.0_xmlunit-1.0.jar,0,0,1,44,0,11
7204,org_apache_maven_maven-repository-metadata_3.5.4_maven-repository-metadata-3.5.4.jar,1,1,1,44,0,0
7205,org_apache_lucene_lucene-core_5.5.5_lucene-core-5.5.5.jar,0,1,1,44,0,47
7206,org_apache_lucene_lucene-queries_5.5.5_lucene-queries-5.5.5.jar,0,1,1,44,0,9
7207,xalan_xalan_2.7.1_xalan-2.7.1.jar,0,0,3,180,1,302
7208,org_apache_archiva_redback_redback-system_3.0.0-SNAPSHOT_redback-system-3.0.0-SNAPSHOT.jar,0,0,1,44,0,6
7209,rome_rome_0.9_rome-0.9.jar,0,0,1,44,0,29
7210,org_springframework_spring-web_4.3.10.RELEASE_spring-web-4.3.10.RELEASE.jar,1,1,1,44,9,178
7211,org_apache_archiva_redback_redback-authorization-api_3.0.0-SNAPSHOT_redback-authorization-api-3.0.0-SNAPSHOT.jar,0,0,1,44,0,0
7212,joda-time_joda-time_1.5.2_joda-time-1.5.2.jar,0,0,1,44,0,15
7213,org_apache_jackrabbit_oak-lucene_1.14.0_oak-lucene-1.14.0.jar,0,1,1,44,1,508
7214,org_apache_archiva_redback_redback-integrations-security_3.0.0-SNAPSHOT_redback-integrations-security-3.0.0-SNAPSHOT.jar,0,0,1,44,0,0
7215,org_apache_archiva_redback_redback-users-api_3.0.0-SNAPSHOT_redback-users-api-3.0.0-SNAPSHOT.jar,0,0,1,44,0,1
7216,org_apache_maven_maven-core_3.5.4_maven-core-3.5.4.jar,1,1,1,44,0,49
7217,org_apache_geronimo_specs_geronimo-jpa_2.0_spec_1.1_geronimo-jpa_2.0_spec-1.1.jar,0,0,1,44,0,4
7218,org_apache_maven_wagon_wagon-provider-api_3.0.0_wagon-provider-api-3.0.0.jar,0,1,1,44,0,2
7219,org_springframework_spring-core_4.3.10.RELEASE_spring-core-4.3.10.RELEASE.jar,1,1,1,44,9,116
7220,org_apache_jackrabbit_oak-jcr_1.14.0_oak-jcr-1.14.0.jar,0,1,1,44,1,43
7221,org_apache_maven_wagon_wagon-http_3.0.0_wagon-http-3.0.0.jar,0,1,1,44,0,1
7222,org_apache_maven_maven-model-builder_3.5.4_maven-model-builder-3.5.4.jar,1,1,1,44,0,10
7223,org_springframework_spring-context_4.3.10.RELEASE_spring-context-4.3.10.RELEASE.jar,1,1,2,48,9,190
7224,org_apache_jackrabbit_jackrabbit-jcr-commons_2.15.4_jackrabbit-jcr-commons-2.15.4.jar,0,1,1,44,0,54
7225,org_apache_archiva_redback_redback-rbac-model_3.0.0-SNAPSHOT_redback-rbac-model-3.0.0-SNAPSHOT.jar,0,0,1,44,0,9
7226,org_sonatype_aether_aether-api_1.13.1_aether-api-1.13.1.jar,0,0,1,44,0,2
7227,com_cronutils_cron-utils_6.0.2_cron-utils-6.0.2.jar,1,0,2,123,0,2
7228,org_codehaus_woodstox_woodstox-core-asl_4.2.0_woodstox-core-asl-4.2.0.jar,0,0,1,44,0,93
7229,org_apache_ant_ant_1.8.3_ant-1.8.3.jar,0,1,1,44,0,376
7230,org_apache_maven_indexer_indexer-reader_6.0.1-SNAPSHOT_indexer-reader-6.0.1-SNAPSHOT.jar,0,0,1,44,0,4
7231,org_codehaus_plexus_plexus-slf4j-logging_1.1_plexus-slf4j-logging-1.1.jar,0,0,1,44,0,5
7232,org_apache_maven_archetype_archetype-common_3.0.1_archetype-common-3.0.1.jar,0,1,1,44,7,110
7233,org_apache_lucene_lucene-memory_5.5.5_lucene-memory-5.5.5.jar,0,1,1,44,0,0
7234,org_apache_jackrabbit_jackrabbit-webdav_2.15.4_jackrabbit-webdav-2.15.4.jar,0,1,1,44,0,122
7235,org_apache_lucene_lucene-codecs_4.10.4_lucene-codecs-4.10.4.jar,0,1,1,44,0,0
7236,org_sonatype_aether_aether-impl_1.13.1_aether-impl-1.13.1.jar,0,0,1,44,0,23
7237,net_sf_ehcache_ehcache_2.7.5_ehcache-2.7.5.jar,0,0,1,44,0,488
7238,org_sonatype_aether_aether-util_1.13.1_aether-util-1.13.1.jar,0,0,1,44,0,1
7239,com_google_code_cli-parser_cli_7_cli-7.jar,0,1,1,44,0,0
7240,org_apache_maven_maven-artifact_3.5.4_maven-artifact-3.5.4.jar,1,1,1,44,0,1
7241,org_apache_archiva_redback_redback-rest-api_3.0.0-SNAPSHOT_redback-rest-api-3.0.0-SNAPSHOT.jar,0,0,1,44,0,57
7242,org_apache_archiva_redback_redback-rbac-ldap_3.0.0-SNAPSHOT_redback-rbac-ldap-3.0.0-SNAPSHOT.jar,0,0,1,44,0,6
7243,org_apache_cxf_cxf-rt-rs-extension-providers_3.0.3_cxf-rt-rs-extension-providers-3.0.3.jar,0,1,1,44,8,5
7244,org_apache_lucene_lucene-memory_4.10.4_lucene-memory-4.10.4.jar,0,1,1,44,0,0
7245,org_apache_cassandra_cassandra-all_3.11.2_cassandra-all-3.11.2.jar,0,1,1,44,0,1210
7246,org_apache_cxf_cxf-rt-frontend-jaxrs_3.0.3_cxf-rt-frontend-jaxrs-3.0.3.jar,0,1,1,44,8,113
7247,org_springframework_spring-expression_4.3.10.RELEASE_spring-expression-4.3.10.RELEASE.jar,1,1,1,44,9,14
7248,org_apache_maven_maven-artifact-manager_2.2.1_maven-artifact-manager-2.2.1.jar,1,1,1,44,0,14
7249,org_apache_archiva_redback_redback-authentication-api_3.0.0-SNAPSHOT_redback-authentication-api-3.0.0-SNAPSHOT.jar,0,0,1,44,0,15
7250,org_apache_maven_maven-compat_3.0_maven-compat-3.0.jar,1,1,1,44,0,29
7251,org_apache_archiva_redback_redback-rest-services_3.0.0-SNAPSHOT_redback-rest-services-3.0.0-SNAPSHOT.jar,0,0,1,44,0,87
7252,org_apache_jackrabbit_oak-segment-tar_1.14.0_oak-segment-tar-1.14.0.jar,0,1,1,44,1,297
7253,org_hectorclient_hector-core_1.1-4_hector-core-1.1-4.jar,1,0,2,53,0,78
7254,org_apache_lucene_lucene-sandbox_4.10.4_lucene-sandbox-4.10.4.jar,0,1,1,44,0,1
7255,org_springframework_spring-beans_4.3.10.RELEASE_spring-beans-4.3.10.RELEASE.jar,1,1,1,44,9,155
7256,org_springframework_spring-orm_4.3.10.RELEASE_spring-orm-4.3.10.RELEASE.jar,1,1,1,44,9,88
7257,org_apache_archiva_redback_redback-common-integrations_3.0.0-SNAPSHOT_redback-common-integrations-3.0.0-SNAPSHOT.jar,0,0,1,44,0,52
7258,org_apache_cassandra_cassandra-thrift_3.11.2_cassandra-thrift-3.11.2.jar,0,1,1,44,0,128
7259,commons-digester_commons-digester_1.8.1_commons-digester-1.8.1.jar,0,1,1,44,0,120
7260,org_sonatype_aether_aether-connector-file_1.13.1_aether-connector-file-1.13.1.jar,0,0,1,44,0,6
7261,org_apache_archiva_redback_redback-rbac-role-manager_3.0.0-SNAPSHOT_redback-rbac-role-manager-3.0.0-SNAPSHOT.jar,0,0,1,44,0,11
7262,org_springframework_data_spring-data-commons_2.1.2.RELEASE_spring-data-commons-2.1.2.RELEASE.jar,1,1,1,31,0,32
7263,org_springframework_spring-tx_5.1.2.RELEASE_spring-tx-5.1.2.RELEASE.jar,1,1,1,31,0,52
7264,com_amazonaws_aws-java-sdk-dynamodb_1.11.515_aws-java-sdk-dynamodb-1.11.515.jar,1,0,1,31,0,49
7265,org_hibernate_validator_hibernate-validator_6.0.9.Final_hibernate-validator-6.0.9.Final.jar,0,1,1,31,0,11
7266,org_springframework_spring-context_5.1.2.RELEASE_spring-context-5.1.2.RELEASE.jar,1,1,1,31,0,184
7267,org_jline_jline_3.11.0_jline-3.11.0.jar,0,0,1,10,0,83
7268,org_apache_httpcomponents_httpmime_4.0.1_httpmime-4.0.1.jar,0,1,1,2,0,1
7269,com_damnhandy_handy-uri-templates_2.0.1_handy-uri-templates-2.0.1.jar,0,0,1,2,0,2
7270,org_apache_httpcomponents_httpclient_4.0.1_httpclient-4.0.1.jar,0,1,1,2,2,57
7271,se_fishtank_css-selectors_1.0.5_css-selectors-1.0.5.jar,0,0,1,2,0,0
7272,org_elasticsearch_plugin_mapper-attachments_2.4.2_mapper-attachments-2.4.2.jar,0,1,2,10,0,0
7273,com_beetstra_jutf7_jutf7_1.0.0_jutf7-1.0.0.jar,0,0,2,10,0,0
7274,org_elasticsearch_elasticsearch_2.4.2_elasticsearch-2.4.2.jar,1,1,2,10,2,410
7275,com_jhlabs_filters_2.0.235_filters-2.0.235.jar,0,0,1,4,1,74
7276,org_hibernate_hibernate-core_4.2.7.Final_hibernate-core-4.2.7.Final.jar,0,1,1,3,0,390
7277,org_springframework_security_spring-security-core_3.2.5.RELEASE_spring-security-core-3.2.5.RELEASE.jar,0,1,1,3,0,113
7278,org_springframework_spring-tx_4.1.4.RELEASE_spring-tx-4.1.4.RELEASE.jar,1,1,2,4,3,49
7279,org_hibernate_hibernate-entitymanager_4.2.7.Final_hibernate-entitymanager-4.2.7.Final.jar,0,1,1,3,0,28
7280,org_glassfish_jersey_media_jersey-media-multipart_2.14_jersey-media-multipart-2.14.jar,0,1,1,3,0,9
7281,org_springframework_spring-orm_4.1.4.RELEASE_spring-orm-4.1.4.RELEASE.jar,1,1,1,3,3,72
7282,org_springframework_spring-context_4.1.4.RELEASE_spring-context-4.1.4.RELEASE.jar,1,1,1,3,3,169
7283,org_glassfish_jersey_ext_jersey-entity-filtering_2.14_jersey-entity-filtering-2.14.jar,0,1,1,3,0,2
7284,org_glassfish_jersey_ext_jersey-spring3_2.14_jersey-spring3-2.14.jar,0,1,1,3,0,9
7285,org_glassfish_jersey_core_jersey-client_2.14_jersey-client-2.14.jar,0,1,1,3,0,18
7286,org_mockito_mockito-all_1.10.8_mockito-all-1.10.8.jar,0,0,1,3,0,54
7287,org_glassfish_jersey_test-framework_providers_jersey-test-framework-provider-external_2.5.1_jersey-test-framework-provider-external-2.5.1.jar,0,1,1,3,0,0
7288,org_apache_tomcat_tomcat-catalina_8.0.33_tomcat-catalina-8.0.33.jar,0,1,1,74,21,795
7289,org_springframework_data_spring-data-commons_2.1.4.RELEASE_spring-data-commons-2.1.4.RELEASE.jar,1,1,1,19,0,32
7290,org_jboss_forge_furnace_furnace_2.28.2.Final_furnace-2.28.2.Final.jar,0,0,1,89,0,51
7291,org_jboss_forge_furnace_furnace-manager-spi_2.28.2.Final_furnace-manager-spi-2.28.2.Final.jar,0,0,1,89,0,0
7292,org_apache_maven_maven-core_3.5.3_maven-core-3.5.3.jar,1,1,1,89,0,49
7293,com_github_inamik_text_tables_inamik-text-tables_0.8_inamik-text-tables-0.8.jar,0,0,1,89,0,0
7294,org_jboss_forge_furnace_furnace-manager-resolver-maven_2.28.2.Final_furnace-manager-resolver-maven-2.28.2.Final.jar,0,0,1,89,0,11
7295,org_apache_maven_maven-model_3.5.3_maven-model-3.5.3.jar,1,1,1,89,0,0
7296,javax_resource_connector-api_1.5_connector-api-1.5.jar,0,0,1,89,2,3
7297,net_java_xadisk_xadisk_1.2.2_xadisk-1.2.2.jar,0,0,1,89,0,76
7298,org_apache_maven_maven-compat_3.5.3_maven-compat-3.5.3.jar,1,1,1,89,0,28
7299,org_jboss_forge_furnace_furnace-manager_2.28.2.Final_furnace-manager-2.28.2.Final.jar,0,0,1,89,0,3
7300,org_jboss_forge_xml-parser_1.0.0.Final_xml-parser-1.0.0.Final.jar,1,0,1,89,0,3
7301,org_apache_maven_archetype_archetype-catalog_2.4_archetype-catalog-2.4.jar,0,1,1,89,0,0
7302,org_jboss_shrinkwrap_descriptors_shrinkwrap-descriptors-spi_2.0.0-alpha-7_shrinkwrap-descriptors-spi-2.0.0-alpha-7.jar,0,0,1,89,0,6
7303,org_jboss_forge_furnace_furnace-manager-api_2.28.2.Final_furnace-manager-api-2.28.2.Final.jar,0,0,1,89,0,0
7304,org_trimou_trimou-core_2.0.1.Final_trimou-core-2.0.1.Final.jar,0,0,1,19,0,60
7305,io_grpc_grpc-context_1.13.1_grpc-context-1.13.1.jar,1,0,1,19,0,0
7306,com_google_cloud_google-cloud-bigquery_1.36.0_google-cloud-bigquery-1.36.0.jar,1,1,1,19,0,2
7307,org_pac4j_pac4j-cas_3.4.0_pac4j-cas-3.4.0.jar,1,0,1,14,0,13
7308,org_pac4j_pac4j-oidc_3.4.0_pac4j-oidc-3.4.0.jar,1,0,1,14,0,7
7309,org_pac4j_pac4j-oauth_3.4.0_pac4j-oauth-3.4.0.jar,1,0,1,14,0,38
7310,io_vertx_vertx-auth-common_3.6.2_vertx-auth-common-3.6.2.jar,1,0,1,14,1,0
7311,org_pac4j_pac4j-core_3.4.0_pac4j-core-3.4.0.jar,1,0,1,14,0,81
7312,io_vertx_vertx-web_3.6.2_vertx-web-3.6.2.jar,1,0,1,14,1,6
7313,io_vertx_vertx-rx-java_3.6.2_vertx-rx-java-3.6.2.jar,1,0,1,14,0,0
7314,net_sf_dozer_dozer_5.1_dozer-5.1.jar,0,0,1,73,1,39
7315,net_anotheria_distributeme-core_2.3.0_distributeme-core-2.3.0.jar,1,0,1,73,0,54
7316,com_sun_jersey_jersey-servlet_1.18.1_jersey-servlet-1.18.1.jar,0,0,1,73,0,41
7317,net_anotheria_ano-util_2.1.6_ano-util-2.1.6.jar,1,0,1,73,0,48
7318,net_anotheria_ano-net_2.1.0_ano-net-2.1.0.jar,1,0,1,73,0,17
7319,net_anotheria_ano-prise_2.1.2_ano-prise-2.1.2.jar,1,0,1,73,0,98
7320,com_rabbitmq_amqp-client_5.4.3_amqp-client-5.4.3.jar,1,0,1,73,1,72
7321,net_anotheria_distributeme-support_2.3.0_distributeme-support-2.3.0.jar,1,0,1,73,0,33
7322,net_anotheria_configureme_2.4.0_configureme-2.4.0.jar,1,0,1,73,0,35
7323,net_anotheria_ano-maf_2.2.0_ano-maf-2.2.0.jar,1,0,1,73,0,17
7324,net_anotheria_distributeme-generator_2.3.0_distributeme-generator-2.3.0.jar,1,0,1,73,0,5
7325,net_anotheria_ano-tags_2.1.1_ano-tags-2.1.1.jar,1,0,1,73,0,5
7326,net_anotheria_ano-plass_2.1.1_ano-plass-2.1.1.jar,1,0,1,73,0,100
7327,net_anotheria_ano-comm_2.1.0_ano-comm-2.1.0.jar,1,0,1,73,0,9
7328,com_sun_jersey_jersey-json_1.18.1_jersey-json-1.18.1.jar,0,0,1,73,0,5
7329,org_pac4j_pac4j-core_3.7.0_pac4j-core-3.7.0.jar,1,0,2,59,0,81
7330,com_comphenix_executors_BukkitExecutors_1.1-SNAPSHOT_BukkitExecutors-1.1-SNAPSHOT.jar,0,0,2,69,0,0
7331,cglib_cglib-nodep_3.2.5_cglib-nodep-3.2.5.jar,1,0,2,69,0,26
7332,org_junit_jupiter_junit-jupiter-api_5.0.0-M4_junit-jupiter-api-5.0.0-M4.jar,0,1,1,6,0,1
7333,io_github_openfeign_feign-slf4j_9.5.0_feign-slf4j-9.5.0.jar,0,0,1,6,0,2
7334,io_dropwizard-bundles_dropwizard-configurable-assets-bundle_1.3.5_dropwizard-configurable-assets-bundle-1.3.5.jar,0,0,1,15,0,10
7335,io_dropwizard_dropwizard-core_1.3.5_dropwizard-core-1.3.5.jar,1,0,1,15,0,9
7336,com_fasterxml_jackson_dataformat_jackson-dataformat-xml_2.9.6_jackson-dataformat-xml-2.9.6.jar,0,0,1,15,0,5
7337,org_apache_ant_ant_1.8.4_ant-1.8.4.jar,0,1,1,112,0,376
7338,org_apache_maven_shared_maven-shared-utils_0.6_maven-shared-utils-0.6.jar,0,1,1,112,0,47
7339,com_google_code_javaparser_javaparser_1.0.10_javaparser-1.0.10.jar,0,1,1,112,0,4
7340,com_squareup_moshi_moshi_1.5.0_moshi-1.5.0.jar,1,0,1,112,0,4
7341,net_sourceforge_collections_collections-generic_4.01_collections-generic-4.01.jar,0,0,1,112,0,50
7342,net_i2p_crypto_eddsa_0.1.0_eddsa-0.1.0.jar,0,0,1,14,0,19
7343,com_squareup_javapoet_1.0.0_javapoet-1.0.0.jar,1,0,1,1,0,3
7344,com_google_auto_value_auto-value_1.0_auto-value-1.0.jar,1,1,1,1,0,116
7345,org_codehaus_jackson_jackson-core-asl_1.9.11_jackson-core-asl-1.9.11.jar,0,0,1,32,0,37
7346,org_openid4java_openid4java-consumer_0.9.5_openid4java-consumer-0.9.5.jar,1,0,1,32,1,0
7347,com_twitter_util-core_2.12_6.45.0_util-core_2.12-6.45.0.jar,1,0,1,3,0,194
7348,org_openjdk_jmh_jmh-core_1.17.4_jmh-core-1.17.4.jar,0,1,1,3,0,37
7349,org_scala-lang_scala-library_2.12.2_scala-library-2.12.2.jar,0,0,1,3,1,720
7350,org_quartz-scheduler_quartz-jobs_2.2.2_quartz-jobs-2.2.2.jar,0,0,1,58,0,18
7351,io_prometheus_jmx_jmx_prometheus_javaagent_0.11.0_jmx_prometheus_javaagent-0.11.0.jar,1,0,1,58,1,30
7352,io_jsonwebtoken_jjwt_0.9.0_jjwt-0.9.0.jar,1,0,2,64,0,4
7353,org_hibernate_hibernate-jpamodelgen_5.0.6.Final_hibernate-jpamodelgen-5.0.6.Final.jar,0,1,1,58,0,5
7354,org_apache_hbase_hbase-client_1.4.2_hbase-client-1.4.2.jar,0,1,1,58,1,448
7355,org_elasticsearch_client_elasticsearch-rest-client_6.6.2_elasticsearch-rest-client-6.6.2.jar,0,1,1,58,1,10
7356,org_apache_phoenix_phoenix-core_4.13.1-HBase-0.98_phoenix-core-4.13.1-HBase-0.98.jar,0,1,1,58,0,704
7357,org_apache_curator_curator-framework_2.11.1_curator-framework-2.11.1.jar,0,1,1,58,0,12
7358,com_github_brandtg_stl-java_0.1.1_stl-java-0.1.1.jar,0,0,1,58,0,5
7359,com_fasterxml_jackson_jaxrs_jackson-jaxrs-base_2.9.5_jackson-jaxrs-base-2.9.5.jar,0,0,1,58,0,7
7360,com_google_inject_extensions_guice-persist_4.0_guice-persist-4.0.jar,1,1,1,58,0,1
7361,org_apache_kafka_kafka_2.11_2.1.1_kafka_2.11-2.1.1.jar,1,1,1,58,0,143
7362,org_eclipse_persistence_eclipselink_2.6.4_eclipselink-2.6.4.jar,1,1,1,58,0,643
7363,joda-time_joda-time_2.9.6_joda-time-2.9.6.jar,1,0,2,195,0,22
7364,it_sauronsoftware_cron4j_cron4j_2.2.5_cron4j-2.2.5.jar,0,0,1,58,4,15
7365,org_glassfish_jersey_core_jersey-common_2.26_jersey-common-2.26.jar,0,1,1,58,0,101
7366,org_apache_derby_derby_10.12.1.1_derby-10.12.1.1.jar,0,1,1,58,1,223
7367,org_hbase_asynchbase_1.8.0_asynchbase-1.8.0.jar,0,0,1,58,0,335
7368,net_openhft_zero-allocation-hashing_0.8_zero-allocation-hashing-0.8.jar,1,0,1,58,0,1
7369,nz_ac_waikato_cms_weka_weka-stable_3.6.14_weka-stable-3.6.14.jar,0,0,1,58,0,1554
7370,org_ow2_asm_asm-util_4.0_asm-util-4.0.jar,0,0,1,6,0,8
7371,jline_jline_2.6_jline-2.6.jar,0,0,1,6,0,64
7372,org_ow2_asm_asm_4.0_asm-4.0.jar,0,0,1,6,0,0
7373,io_vertx_vertx-web-api-service_3.6.0_vertx-web-api-service-3.6.0.jar,1,0,1,95,0,0
7374,io_vertx_vertx-web-api-contract_3.6.0_vertx-web-api-contract-3.6.0.jar,1,0,1,95,0,2
7375,io_debezium_debezium-core_0.8.3.Final_debezium-core-0.8.3.Final.jar,0,0,1,95,0,96
7376,org_slf4j_jcl-over-slf4j_1.7.20_jcl-over-slf4j-1.7.20.jar,0,0,2,96,0,21
7377,io_vertx_vertx-codegen_3.8.1_vertx-codegen-3.8.1.jar,1,0,1,95,0,17
7378,io_prometheus_client_0.0.10_client-0.0.10.jar,1,0,2,195,1,2
7379,org_apache_kafka_kafka_2.12_2.3.0_kafka_2.12-2.3.0.jar,1,1,2,115,0,627
7380,io_vertx_vertx-rx-java2_3.8.1_vertx-rx-java2-3.8.1.jar,1,0,1,95,0,0
7381,org_jgroups_kubernetes_jgroups-kubernetes_1.0.5.Final_jgroups-kubernetes-1.0.5.Final.jar,0,0,1,95,8,17
7382,io_vertx_vertx-service-proxy_3.6.0_vertx-service-proxy-3.6.0.jar,1,0,1,95,1,1
7383,io_netty_netty-tcnative-boringssl-static_2.0.25.Final_netty-tcnative-boringssl-static-2.0.25.Final.jar,1,0,1,95,0,4
7384,io_vertx_vertx-web-client_3.6.0_vertx-web-client-3.6.0.jar,1,0,1,95,0,1
7385,io_vertx_vertx-core_3.8.1_vertx-core-3.8.1.jar,1,0,1,95,0,80
7386,org_springframework_boot_spring-boot-starter_1.2.4.RELEASE_spring-boot-starter-1.2.4.RELEASE.jar,0,0,1,95,2,0
7387,org_apache_camel_camel-rss_2.17.2_camel-rss-2.17.2.jar,0,1,1,95,7,6
7388,io_vertx_vertx-web_3.8.1_vertx-web-3.8.1.jar,1,0,1,95,1,6
7389,io_vertx_vertx-web_3.6.0_vertx-web-3.6.0.jar,1,0,1,95,0,6
7390,io_prometheus_simpleclient_vertx_0.0.23_simpleclient_vertx-0.0.23.jar,1,0,1,95,0,0
7391,org_apache_camel_camel-rmi_2.17.2_camel-rmi-2.17.2.jar,0,1,1,95,7,1
7392,io_vertx_vertx-rx-gen_3.8.1_vertx-rx-gen-3.8.1.jar,1,0,1,95,0,0
7393,org_mortbay_jetty_alpn_jetty-alpn-agent_2.0.7_jetty-alpn-agent-2.0.7.jar,0,0,1,95,5,6
7394,io_vertx_vertx-rx-java_3.8.1_vertx-rx-java-3.8.1.jar,1,0,1,95,0,0
7395,io_vertx_vertx-kafka-client_3.8.1_vertx-kafka-client-3.8.1.jar,1,0,1,95,0,0
7396,org_apache_camel_camel-stream_2.17.2_camel-stream-2.17.2.jar,0,1,1,95,7,16
7397,io_vertx_vertx-core_3.6.0_vertx-core-3.6.0.jar,1,0,1,95,0,79
7398,org_apache_camel_camel-spring_2.17.2_camel-spring-2.17.2.jar,0,1,1,95,7,147
7399,io_vertx_vertx-proton_3.8.1_vertx-proton-3.8.1.jar,1,0,1,95,0,2
7400,org_jboss_resteasy_resteasy-vertx_3.1.0.Final_resteasy-vertx-3.1.0.Final.jar,0,0,1,95,0,1
7401,io_vertx_vertx-web-client_3.8.1_vertx-web-client-3.8.1.jar,1,0,1,95,0,1
7402,io_vertx_vertx-auth-common_3.8.1_vertx-auth-common-3.8.1.jar,1,0,1,95,1,0
7403,io_vertx_vertx-web-api-contract_3.8.1_vertx-web-api-contract-3.8.1.jar,1,0,1,95,0,2
7404,info_ganglia_gmetric4j_gmetric4j_1.0.10_gmetric4j-1.0.10.jar,0,0,1,8,0,2
7405,io_prometheus_simpleclient_httpserver_0.6.0_simpleclient_httpserver-0.6.0.jar,1,0,2,111,0,0
7406,com_jgoodies_jgoodies-forms_1.9.0_jgoodies-forms-1.9.0.jar,0,0,1,15,0,2
7407,org_tinymediamanager_api-scraper_2.14_api-scraper-2.14.jar,1,0,1,15,0,51
7408,hu_kazocsaba_image-viewer_1.2.3_image-viewer-1.2.3.jar,0,0,1,15,0,1
7409,org_nanohttpd_nanohttpd_2.3.1_nanohttpd-2.3.1.jar,0,0,1,15,0,8
7410,com_uwetrottmann_trakt5_trakt-java_5.5.1_trakt-java-5.5.1.jar,1,0,1,15,0,0
7411,org_tinymediamanager_resources_1.6_resources-1.6.jar,1,0,1,15,0,0
7412,com_floreysoft_jmte_3.2.0_jmte-3.2.0.jar,0,0,1,15,0,9
7413,com_github_stephenc_java-iso-tools_loop-fs-iso-impl_2.0.2-TMM_loop-fs-iso-impl-2.0.2-TMM.jar,0,0,1,15,0,1
7414,net_java_dev_jna_jna-platform_4.2.2_jna-platform-4.2.2.jar,0,0,1,15,0,23
7415,org_japura_japura-gui_7.5.2_japura-gui-7.5.2.jar,0,0,1,15,0,10
7416,net_java_dev_glazedlists_glazedlists_java15_1.9.1_glazedlists_java15-1.9.1.jar,0,0,1,15,0,44
7417,it_tidalwave_betterbeansbinding_betterbeansbinding-swingbinding_1.3.0_betterbeansbinding-swingbinding-1.3.0.jar,0,0,1,15,0,0
7418,com_madgag_animated-gif-lib_1.2_animated-gif-lib-1.2.jar,0,0,1,15,0,4
7419,org_tinymediamanager_JTattoo_1.6.12.1_JTattoo-1.6.12.1.jar,1,0,1,15,0,234
7420,org_fourthline_cling_cling-support_2.1.1_cling-support-2.1.1.jar,0,0,2,27,0,60
7421,com_h2database_h2-mvstore_1.4.191_h2-mvstore-1.4.191.jar,0,0,1,15,0,36
7422,com_squareup_okhttp3_okhttp_3.14.0_okhttp-3.14.0.jar,0,0,2,166,0,16
7423,ch_qos_logback_logback-classic_1.0.11_logback-classic-1.0.11.jar,1,0,1,17,1,60
7424,org_scale7_scale7-pelops_1.3-1.1.x_scale7-pelops-1.3-1.1.x.jar,0,0,1,17,0,60
7425,org_scala-lang_scala-library_2.10.2_scala-library-2.10.2.jar,0,0,1,17,1,289
7426,org_jboss_netty_netty_3.2.7.Final_netty-3.2.7.Final.jar,0,0,1,17,2,40
7427,org_clapper_grizzled-slf4j_2.10_1.0.1_grizzled-slf4j_2.10-1.0.1.jar,0,0,1,17,0,10
7428,org_codehaus_janino_janino_2.6.1_janino-2.6.1.jar,0,0,1,17,0,46
7429,net_sf_jopt-simple_jopt-simple_4.3_jopt-simple-4.3.jar,1,0,2,26,0,0
7430,org_xerial_snappy_snappy-java_1.1.7.3_snappy-java-1.1.7.3.jar,0,0,1,17,0,6
7431,org_apache_cassandra_cassandra-thrift_1.1.12_cassandra-thrift-1.1.12.jar,0,1,1,17,0,108
7432,com_fasterxml_jackson_core_jackson-annotations_2.5.4_jackson-annotations-2.5.4.jar,0,0,1,17,0,0
7433,org_scala-lang_scala-actors_2.10.0_scala-actors-2.10.0.jar,0,0,1,17,1,13
7434,org_gridkit_lab_jvm-attach-api_1.5_jvm-attach-api-1.5.jar,0,0,1,23,0,19
7435,org_gridkit_gzrand_gzrand_0.2_gzrand-0.2.jar,0,0,1,23,0,4
7436,com_amazonaws_aws-java-sdk-sts_1.11.580_aws-java-sdk-sts-1.11.580.jar,1,0,1,21,0,2
7437,com_amazonaws_aws-java-sdk-s3_1.11.580_aws-java-sdk-s3-1.11.580.jar,1,0,1,21,0,125
7438,org_springframework_build_aws-maven_4.8.0.RELEASE_aws-maven-4.8.0.RELEASE.jar,1,1,1,21,0,0
7439,javax_xml_bind_jaxb-api_2.2.12_jaxb-api-2.2.12.jar,0,0,2,177,0,9
7440,org_codehaus_mojo_animal-sniffer-annotations_1.14_animal-sniffer-annotations-1.14.jar,1,0,1,158,0,0
7441,org_jetbrains_kotlinx_kotlinx-coroutines-core_1.1.0_kotlinx-coroutines-core-1.1.0.jar,1,0,1,158,3,2
7442,io_reactivex_rxjava_1.3.0_rxjava-1.3.0.jar,0,0,1,158,0,12
7443,io_reactivex_rxjava2_rxjava_2.0.0_rxjava-2.0.0.jar,0,0,1,158,0,25
7444,org_scala-lang_scala-library_2.12.4_scala-library-2.12.4.jar,0,0,2,187,0,720
7445,com_squareup_wire_wire-runtime_2.2.0_wire-runtime-2.2.0.jar,0,0,1,158,1,1
7446,com_squareup_moshi_moshi_1.8.0_moshi-1.8.0.jar,1,0,1,158,0,5
7447,org_springframework_spring-web_5.1.5.RELEASE_spring-web-5.1.5.RELEASE.jar,1,1,1,12,0,235
7448,com_google_apis_google-api-services-translate_v2-rev20170525-1.30.1_google-api-services-translate-v2-rev20170525-1.30.1.jar,0,1,1,186,0,0
7449,com_google_api_grpc_proto-google-common-protos_1.16.0_proto-google-common-protos-1.16.0.jar,1,1,1,186,0,0
