project,#u_classes,#d_classes,#uv_classes,#dv_classes,#u_sloc,#d_sloc,#uv_classes_sloc,#dv_classes_sloc,#uv_p1_r1,#uv_p1_r2,#uv_p1_r3,#uv_p1_r4,#uv_p2_r1,#uv_p2_r2,#uv_p2_r3,#uv_p2_r4,#uv_p3_r1,#uv_p3_r2,#uv_p3_r3,#uv_p3_r4,#dv_p1_r1,#dv_p1_r2,#dv_p1_r3,#dv_p1_r4,#dv_p2_r1,#dv_p2_r2,#dv_p2_r3,#dv_p2_r4,#dv_p3_r1,#dv_p3_r2,#dv_p3_r3,#dv_p3_r4
mercyblitz.confucius-commons,50,2712,7,105,2298,75768,603,13656,0,0,0,0,0,0,9,0,0,0,0,2,0,0,19,1,0,0,53,33,0,0,0,104
coreos.kubernetes,6,0,3,0,69,0,69,0,0,0,0,0,0,0,5,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
xtuhcy.gecco,126,6067,25,325,3093,180788,1592,43644,0,0,0,7,0,0,5,2,0,0,0,58,0,0,48,26,0,0,189,124,0,0,0,342
emc-advanced-dev.unik,13,393,5,33,209,11669,161,4293,0,0,1,1,0,0,2,0,0,0,0,6,0,0,1,4,0,0,12,10,0,0,0,86
smallnest.Jax-RS-Performance-Comparison,42337,9308,1045,100,686550,316769,124460,10390,0,0,107,41,0,3,608,498,0,0,0,1366,0,0,5,59,0,0,57,25,0,0,0,31
statefulj.statefulj,69,4899,16,550,2860,163032,1807,52296,0,0,0,0,0,0,4,1,0,0,0,36,0,0,14,24,0,0,227,154,0,0,0,1447
citerus.bookstore-cqrs-example,33606,2583,657,0,361405,81434,75487,0,0,0,86,27,0,3,341,327,0,0,0,845,0,0,0,0,0,0,0,0,0,0,0,0
JakeWharton.flip-tables,3,0,1,0,118,0,51,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
pulsarIO.realtime-analytics,162,4767,27,465,6193,137368,2861,41212,0,0,1,11,0,0,12,4,0,0,0,49,0,0,62,11,0,2,237,140,0,0,0,1060
cojen.Tupl,483,1149,42,17,42706,9189,15510,2358,0,0,4,0,0,0,80,0,0,0,0,4,0,0,0,0,0,0,6,14,0,0,0,13
hzxie.voj,17985,11012,1985,0,879790,609429,280579,0,0,0,98,231,0,0,1093,2315,0,0,0,2911,0,0,0,0,0,0,0,0,0,0,0,0
DragonetMC.DragonProxy,10273,4128,436,0,404192,152577,52139,0,0,0,26,35,0,0,190,337,0,0,0,421,0,0,0,0,0,0,0,0,0,0,0,0
spring-cloud-incubator.spring-cloud-etcd,75,1254,2,123,2460,34744,123,9094,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,1,0,0,74,8,0,0,0,235
authorjapps.zerocode,185,8230,42,551,5332,280703,2643,63479,0,0,0,0,0,0,13,1,0,0,0,99,0,0,26,26,0,0,304,332,0,0,0,832
monitorjbl.json-view,25,30,2,6,468,1614,83,843,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,2,0,0,0,79
open-policy-agent.opa,44,246,0,23,58,3941,0,426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,1,2,0,0,0,0
zalando.logbook,35,49,0,4,353,2215,0,568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,52
thinkaurelius.faunus,256,1286,22,146,4369,42791,1813,14299,0,0,2,1,0,0,12,2,0,0,0,35,0,0,16,0,0,0,92,23,0,0,0,227
nurkiewicz.typeof,11,0,0,0,198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
twitter.hbc,74,2271,7,108,3257,51453,928,9733,0,0,0,0,0,0,1,4,0,0,0,28,0,0,18,1,0,0,28,59,0,0,0,165
armzilla.amazon-echo-ha-bridge,67,584,16,70,2360,19417,1233,6149,0,0,1,0,0,0,24,6,0,0,0,35,0,0,12,0,0,0,18,45,0,0,0,145
Waikato.meka,513,6869,115,874,22647,281388,13202,103818,0,0,13,5,0,0,80,40,0,0,0,89,0,0,210,176,0,0,628,387,0,0,0,910
weld.core,5269,10559,88,1485,54125,348656,4991,112778,0,0,5,4,0,0,56,23,0,0,0,60,0,0,36,47,0,0,317,368,0,0,0,1508
JeffLi1993.fast-framework,24,1538,7,84,414,63589,180,11329,0,0,0,0,0,0,6,1,0,0,0,7,0,0,12,4,0,0,53,71,0,0,0,88
Chrriis.RRDiagram,39,0,4,0,860,0,137,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dokku.dokku,1,80,0,12,16,2778,0,1408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,1,19,14,0,0,0,26
codelibs.elasticsearch-reindexing,24,36,1,2,385,828,84,646,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0
martint.jmxutils,2020,2548,51,66,41507,47862,5683,6475,0,0,7,0,0,0,16,1,0,0,0,45,0,0,7,0,0,0,21,7,0,0,0,59
GoogleCloudPlatform.appengine-mapreduce,327,23250,31,1411,6683,570461,1716,259360,0,0,2,2,0,0,22,0,0,0,0,60,0,0,243,85,0,0,258,1206,0,0,0,834
sendgrid.sendgrid-java,24,806,1,48,949,50975,28,10913,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,11,80,0,0,0,6
opennars.opennars,3037,2214,77,0,69017,57647,11910,0,0,0,15,9,0,0,29,6,0,0,0,86,0,0,0,0,0,0,0,0,0,0,0,0
Huawei-Spark.Spark-SQL-on-HBase,64310,19698,4799,0,1394582,375877,422141,0,2,0,276,1170,0,5,1917,2229,0,0,0,7184,0,0,0,0,0,0,0,0,0,0,0,0
lordlothar99.strategy-spring-security-acl,26,1906,6,194,411,44389,199,15270,0,0,0,0,0,0,0,0,0,0,0,10,0,0,5,2,0,0,61,72,0,0,0,385
vicboma1.Kotlin-Koans,213,2041,1,51,2333,64888,6,5721,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,0,0,0,32,3,0,0,0,39
craftercms.craftercms,117,464,12,25,12654,28485,3549,3555,0,0,1,0,0,0,22,1,0,0,0,46,0,0,2,0,0,0,22,1,0,0,0,17
dschadow.Java-Web-Security,47,7554,23,596,992,272506,569,71026,0,0,17,0,0,10,27,2,0,0,0,56,0,0,79,13,0,0,319,351,0,0,0,892
yinlou.mltk,195,286,22,9,12157,6773,1962,691,0,0,0,0,0,0,13,45,0,0,0,1,0,0,1,0,0,0,11,0,0,0,0,1
Vhati.ftl-profile-editor,384,2046,30,150,11110,55420,3953,15193,0,0,1,0,0,0,23,5,0,0,0,101,0,0,16,5,0,0,91,80,0,0,0,239
GoogleCloudPlatform.appengine-pipelines,121,10530,19,598,3040,225690,1534,52630,0,0,1,0,0,0,5,9,0,0,0,59,0,0,28,64,0,0,81,645,0,0,0,226
NGDATA.hbase-indexer,273,15070,64,2506,6621,450212,3597,222808,0,0,1,2,0,0,30,28,0,0,0,112,2,0,105,576,0,1,801,733,0,0,0,6461
mikereedell.sunrisesunsetlib-java,4,0,0,0,449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kite-sdk.kite-examples,15,19968,4,1069,300,420419,109,124285,0,0,0,0,0,0,4,0,0,0,0,0,0,0,55,115,0,0,239,605,0,0,0,1664
bfwg.springboot-jwt-starter,72,1243,6,71,1976,64781,625,10346,0,0,0,0,0,0,16,2,0,0,0,0,0,0,6,0,0,0,20,36,0,0,0,64
vladimir-bukhtoyarov.metrics-core-addons,59,0,1,0,1952,0,24,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
ga4gh.ga4gh-schemas,541,521,0,7,1593,12257,0,974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,7
slok.ecs-exporter,44,246,0,23,58,3941,0,426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,1,2,0,0,0,0
samtingleff.jchronic,83,0,4,0,2001,0,154,0,0,0,0,2,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jefferson-Henrique.GetOldTweets-java,5,706,2,69,202,20988,127,5282,0,0,0,0,0,0,1,2,0,0,0,1,0,0,12,0,0,0,18,44,0,0,0,140
databricks.learning-spark,127,8296,2,220,992,161906,180,17565,0,0,0,0,0,0,2,0,0,0,0,1,0,0,8,0,0,0,62,251,0,0,0,107
Upplication.Amazon-S3-FileSystem-NIO2,26,2559,1,119,1603,60733,23,13498,0,0,0,0,0,0,0,1,0,0,0,0,0,0,18,2,0,0,55,61,0,0,0,104
igniterealtime.Openfire,1227,15859,6,23,102605,647815,405,3089,0,0,0,0,0,0,9,0,0,0,0,9,0,0,1,1,0,0,9,28,0,0,0,71
dokku-alt.dokku-alt,1,80,0,12,16,2778,0,1408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,1,19,14,0,0,0,26
oldratlee.classloader-playground,18,0,1,0,435,0,105,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
junicorn.java-china,67,2120,15,196,3467,130322,1181,34231,0,0,4,0,0,0,5,12,0,0,0,16,0,0,25,8,0,0,231,82,0,0,0,233
tabulapdf.tabula-java,71,5789,5,392,2630,232265,717,44392,0,0,0,1,0,0,6,3,0,0,0,0,0,0,122,18,0,0,75,463,0,0,0,295
XhinLiang.LunarCalendar,11,0,0,0,754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
elephantscale.hadoop-book,97,2922,12,459,1323,89073,649,43810,0,0,1,0,0,0,6,6,0,0,0,5,11,1,132,5,0,15,614,102,0,0,0,1509
jitsi.jitsi-videobridge,163,4396,14,321,7644,163211,1184,42159,0,0,6,5,0,0,20,4,0,0,0,14,0,0,36,30,0,1,192,142,0,0,0,372
allure-framework.allure-core,256,6154,38,298,7777,170060,2788,34266,0,0,2,0,0,0,10,2,0,0,0,45,0,0,37,19,0,0,239,177,0,0,0,268
brix-cms.brix-cms,96,6560,13,819,1773,219277,500,81012,0,0,0,0,0,0,4,0,0,0,0,18,0,0,44,232,0,0,378,302,0,0,0,1959
jpmml.jpmml-sklearn,287,521,12,45,8206,17360,904,5514,0,0,0,1,0,0,7,6,0,0,0,6,0,0,7,25,0,0,25,34,0,0,0,67
webrtc.KITE,101,732,16,31,4016,17608,672,3045,0,0,2,0,0,0,16,1,0,0,0,7,0,0,13,0,0,0,47,4,0,0,0,23
danicuestasuarez.NMapGUI,89,0,6,0,1976,0,625,0,0,0,0,0,0,0,16,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
seratch.jslack,1160,478,25,25,52036,14255,1034,3106,0,0,0,0,0,0,3,19,0,0,0,27,0,0,0,0,0,0,9,17,0,0,0,63
loklak.loklak_jlib_api,9,264,1,17,169,22157,47,3987,0,0,0,0,0,0,2,0,0,0,0,0,0,0,4,0,0,0,2,3,0,0,0,14
dangdangdotcom.dubbox,2118,13789,113,1577,39725,562191,8943,185317,0,0,11,8,0,0,66,34,0,0,0,159,0,0,184,142,0,6,1028,1014,0,0,0,2183
ServiceComb.java-chassis,1473,17713,193,1156,38394,552535,12051,111877,0,0,0,18,0,0,52,34,0,0,0,358,0,0,62,27,0,0,576,423,0,0,0,1660
mbosecke.pebble,274,820,9,17,7187,38896,575,3080,0,0,0,1,0,0,2,1,0,0,0,6,0,0,5,0,0,0,7,4,0,0,0,73
fireshort.spring-boot-quickstart,103,3323,17,268,1433,99912,781,29378,0,0,9,0,0,0,3,2,0,0,0,43,0,0,38,3,0,0,108,60,0,0,0,723
spring-cloud.spring-cloud-sleuth,629,12980,47,886,7983,410528,2795,86923,0,0,0,0,0,0,20,7,0,0,0,65,0,0,35,7,0,0,289,277,0,0,0,1787
rsertelon.android-keystore-recovery,67,6289,4,196,1019,101065,267,23572,0,0,0,0,0,0,2,16,0,0,0,0,0,0,10,12,0,0,39,258,0,0,0,62
carlossg.docker-maven,0,100,0,7,0,2593,0,522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,0,0,0,2
elennick.retry4j,20,34,2,4,779,2051,180,566,0,0,0,0,0,0,1,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,52
SonarSource.sonar-runner,294,220,22,13,11854,8296,2710,1953,0,0,1,1,0,0,15,1,0,0,0,14,0,0,0,1,0,0,6,1,0,0,0,10
zalando.problem,21,662,0,0,493,38352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GlenKPeterson.Paguro,186,0,5,0,3103,0,868,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
OpenNMS.newts,140,4120,19,164,3115,93118,1228,16194,0,0,1,1,0,0,8,3,0,0,0,17,0,0,25,8,0,0,51,32,0,0,0,221
vbauer.jackdaw,102,2711,0,107,1963,77157,0,16107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,1,0,0,57,34,0,0,0,108
codeabovelab.haven-platform,1341,19334,179,1356,39893,612325,14080,125604,0,0,6,2,0,0,56,78,0,0,0,448,0,0,205,16,0,0,664,681,0,0,0,1897
rongcloud.server-sdk-java,172,2092,32,123,5904,94167,1048,19676,0,0,0,1,0,0,9,81,0,0,0,7,0,0,15,38,0,0,57,77,0,0,0,66
renatoathaydes.Automaton,0,155,0,65,0,18236,0,18233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,181
sahat.satellizer,19049,1263,1262,0,675325,96087,145660,0,0,0,233,73,0,2,637,1075,0,0,0,988,0,0,0,0,0,0,0,0,0,0,0,0
sunlightcs.renren-security,323,6744,10,684,3024,390999,947,111223,0,0,0,0,0,0,17,3,0,0,0,8,0,0,83,56,0,0,638,469,0,0,0,2279
JakeWharton.RxReplayingShare,7,1847,0,32,38,51036,0,2070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,25,0,0,0,7
RedisLabs.redis-quartz,3,981,2,79,1242,44121,1207,10838,0,0,0,0,0,0,2,0,0,0,0,53,0,0,13,0,0,0,157,79,0,0,0,287
Netflix.Surus,4086,200,115,0,155034,3389,18723,0,0,0,15,0,0,0,28,53,0,0,0,119,0,0,0,0,0,0,0,0,0,0,0,0
khoubyari.spring-boot-rest-example,66,1575,3,163,273,78628,88,23272,0,0,0,0,0,0,1,0,0,0,0,8,0,0,23,2,0,0,117,142,0,0,0,121
kristofa.brave-resteasy-example,5,2818,2,366,81,87409,17,31444,0,0,2,0,0,0,0,0,0,0,0,2,0,0,20,1,0,0,183,148,0,0,0,610
vertigo17.Cerberus,894,16500,375,1471,58890,622181,46146,157826,0,0,56,1,0,5,691,112,0,0,0,4745,0,0,143,38,0,0,972,746,0,0,0,1733
ozimov.spring-boot-email-tools,68,2638,11,88,2040,59609,668,8286,0,0,0,0,0,0,0,11,0,0,0,15,0,0,16,2,0,0,49,12,0,0,0,52
lovejj1994.Simplify-Core,68,0,6,0,4561,0,252,0,0,0,1,2,0,0,0,4,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0
crawler-commons.crawler-commons,56,134,20,19,2271,8093,1671,3355,0,0,1,1,0,0,13,30,0,0,0,30,0,0,0,0,0,0,34,3,0,0,0,67
draptik.angulardemorestful,19,3370,2,136,214,52949,45,10778,0,0,1,0,0,0,0,0,0,0,0,4,0,0,8,0,0,0,59,39,0,0,0,142
spring-cloud.spring-cloud-cloudfoundry,76,1242,1,39,2697,32321,39,2575,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,18,6,0,0,0,56
Matthias247.jawampa,220,1822,6,39,2132,61647,248,4514,0,0,0,0,0,0,7,1,0,0,0,3,0,0,1,2,0,0,25,26,0,0,0,5
jkransen.framboos,76,6230,7,181,872,98557,170,22173,0,0,0,0,0,0,6,2,0,0,0,0,0,0,7,12,0,0,42,338,0,0,0,63
knightliao.disconf,158,6954,49,814,3831,355630,2286,125102,0,0,0,0,0,0,15,2,0,0,0,169,0,0,50,175,0,0,537,1395,0,0,0,654
abel533.ECharts,178,175,13,2,12557,3330,2209,19,0,0,0,0,0,0,4,74,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,2
Suseika.liblexeme,150,1945,7,70,2588,43302,658,7629,0,0,0,0,0,0,0,14,0,0,0,4,0,0,7,0,0,0,31,23,0,0,0,55
flowing.flowing-trip-booking-saga,62,746,5,102,2096,59770,675,17968,0,0,0,0,0,0,16,2,0,0,0,1,0,0,16,2,0,0,98,88,0,0,0,53
thomasmueller.minperf,67,267,20,16,3175,8828,793,1294,0,0,0,0,0,0,18,5,0,0,0,1,0,0,2,0,0,0,21,2,0,0,0,10
hammock-project.hammock,20,1320,4,140,318,38877,142,11944,0,0,0,0,0,0,1,16,0,0,0,2,0,0,1,1,0,0,68,68,0,0,0,141
DeDiS.cothority,952,4316,26,214,6519,144530,2070,22984,0,0,0,16,0,0,5,18,0,0,0,24,0,0,98,3,0,0,32,276,0,0,0,99
gravitee-io.gravitee-management-rest-api,975,18026,211,1173,36871,572549,16014,117482,0,0,3,2,0,0,19,204,0,0,0,631,0,0,170,44,0,1,486,954,0,0,0,1219
dell-oss.Mensa,58,959,6,128,2956,25589,1401,8515,0,0,0,0,0,0,10,2,0,0,0,4,0,0,3,0,0,0,69,31,0,0,0,289
alphatica.genotick,190,246,12,18,6543,8073,1032,3168,0,0,1,0,0,0,19,0,0,0,0,1,0,0,0,0,0,0,40,2,0,0,0,19
alibaba.multi-thread-context,452,440,46,43,21339,20589,4502,4410,0,0,5,15,0,0,20,40,0,0,0,8,0,0,5,15,0,0,19,40,0,0,0,6
irmen.Pyrolite,56,30,8,1,2462,1141,1148,12,0,0,0,23,0,0,5,1,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0
tumblr.jumblr,36,403,0,17,1396,17583,0,1566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,6,2,0,0,0,37
sramirez.spark-infotheoretic-feature-selection,158,16178,10,742,1677,254619,619,80935,0,0,0,0,0,0,0,12,0,0,0,0,0,0,52,1,0,3,332,929,0,0,0,328
ActiveJpa.activejpa,6000,22183,168,934,121713,542810,17903,114605,0,0,21,9,0,0,65,96,0,0,0,154,0,0,97,25,0,0,461,686,0,0,0,1101
spring-projects.Spring-Integration-in-Action,172,9070,8,1083,2251,327086,245,108245,0,0,0,0,0,0,0,22,0,0,0,1,0,0,66,36,0,0,644,461,0,0,0,2103
kingston-csj.jforgame,351,15292,33,1797,7853,589303,1227,146488,0,0,1,1,0,0,11,5,0,0,0,31,0,0,103,109,0,0,773,404,0,0,0,2048
alibaba.dubbo,1107,15348,60,1157,40538,564434,6785,125094,0,0,4,3,0,0,35,22,0,0,0,102,0,0,138,67,0,6,904,598,0,0,0,1936
sheefee.simple-sso,18,3723,10,420,283,153841,181,45870,0,0,9,0,0,1,1,2,0,0,0,17,0,0,81,25,0,0,338,217,0,0,0,645
aol.chronos,56,7244,14,996,2114,312742,1450,113168,0,0,2,11,0,0,29,1,0,0,0,61,0,0,79,59,0,1,584,346,0,0,0,1513
