project,#u_classes,#d_classes,#uv_classes,#dv_classes,#u_sloc,#d_sloc,#uv_classes_sloc,#dv_classes_sloc,#uv_p1_r1,#uv_p1_r2,#uv_p1_r3,#uv_p1_r4,#uv_p2_r1,#uv_p2_r2,#uv_p2_r3,#uv_p2_r4,#uv_p3_r1,#uv_p3_r2,#uv_p3_r3,#uv_p3_r4,#dv_p1_r1,#dv_p1_r2,#dv_p1_r3,#dv_p1_r4,#dv_p2_r1,#dv_p2_r2,#dv_p2_r3,#dv_p2_r4,#dv_p3_r1,#dv_p3_r2,#dv_p3_r3,#dv_p3_r4
brettwooldridge.SparseBitSet,15,0,1,0,538,0,538,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
dhowe.RiTa,0,621,0,45,0,39206,0,23738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,166,0,0,58,54,0,0,0,174
edwardcapriolo.gossip,21,267,9,51,650,9142,357,4452,0,0,1,0,0,0,1,0,0,0,0,22,0,0,7,0,0,0,42,10,0,0,0,54
vasia.gelly-streaming,110,53,4,9,1004,2770,60,1638,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,7,5,0,0,0,9
unidal.cat2,3516,3164,268,181,140351,120678,25569,17725,0,1,0,12,0,0,160,434,0,0,0,64,0,0,32,2,0,0,171,56,0,0,0,191
jdereg.n-cube,411,9248,382,1550,21951,393855,21771,120927,0,0,1,0,0,0,22,12,0,0,0,448,0,0,70,45,0,0,435,393,0,0,0,1394
johnnian.Blog,55,113,6,15,1976,2436,625,1016,0,0,0,0,0,0,16,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,26
jahlborn.sqlbuilder,203,0,0,0,4889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ICT-BDA.EasyML,679,30662,107,2418,13154,977753,5898,281321,0,0,12,63,0,1,42,42,0,0,0,241,0,0,275,558,0,6,1617,1724,0,0,0,3389
martinpaljak.ant-javacard,7,15,1,5,102,586,96,430,0,0,0,0,0,0,8,0,0,0,0,0,0,0,8,0,0,0,6,0,0,0,0,1
szhnet.kcp-netty,86,590,3,12,3444,22889,332,1415,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,1,0,0,4,5,0,0,0,52
mtth.avsc,10,1094,0,34,112,20710,0,3700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,0,0,6,11,0,0,0,34
nhl.bootique,208,1494,8,70,5283,63942,342,13004,0,0,0,2,0,0,4,1,0,0,0,1,0,0,3,0,0,0,18,87,0,0,0,23
liuyangming.ByteTCC,141,12729,43,895,8345,426467,5126,95179,0,0,2,0,0,0,8,10,0,0,0,175,0,0,42,51,0,0,492,562,0,0,0,1298
hortonworks.streamline,29801,20602,1953,306,1024415,725701,249239,41579,0,0,130,99,0,0,736,838,0,0,0,2727,0,0,1,65,0,0,64,209,0,0,0,444
hortonworks-spark.shc,367,30465,23,1502,3680,572653,1672,184455,0,0,0,0,0,0,0,36,0,0,0,10,5,0,128,56,0,4,645,1111,0,0,0,3039
szegedi.dynalink,105,0,1,0,3143,0,129,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0
sanity.quickml,380,16587,43,986,13832,517558,3940,261164,0,0,1,2,0,0,17,9,0,0,0,37,0,0,232,31,0,0,237,801,0,0,0,744
Juniper.contrail-controller,0,190,0,18,0,12670,0,2421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,9,4,0,0,0,8
bechte.junit-hierarchicalcontextrunner,44,286,1,9,815,6773,28,691,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,11,0,0,0,0,1
phuonglh.vn.vitk,2509,1140,145,0,203236,55855,13552,0,0,0,0,206,0,0,54,344,0,0,0,212,0,0,0,0,0,0,0,0,0,0,0,0
dustin.java-memcached-client,266,758,13,112,9640,26326,805,11249,0,0,2,0,0,0,0,10,0,0,0,21,0,0,9,1,0,0,56,26,0,0,0,188
smallnest.kafka-example-in-scala,10292,3688,509,0,204805,53155,55831,0,0,0,31,8,0,0,225,383,0,0,0,731,0,0,0,0,0,0,0,0,0,0,0,0
GoogleCloudPlatform.k8s-multicluster-ingress,44,246,0,23,58,3941,0,426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,1,2,0,0,0,0
kubernetes.cloud-provider-alibaba-cloud,44,246,0,23,58,3941,0,426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,1,2,0,0,0,0
rchodava.datamill,234,7594,20,396,6711,241623,1783,44845,0,0,0,0,0,0,16,1,0,0,0,32,0,0,47,23,0,0,175,217,0,0,0,635
berndruecker.camunda-spring-boot-amqp-microservice-cloud-example,68,1129,5,148,2165,79938,683,26271,0,0,0,0,0,0,16,2,0,0,0,1,0,0,25,6,0,0,148,105,0,0,0,158
mauersu.redis-admin,185,7127,14,606,4125,302202,493,69754,0,0,1,5,0,0,2,1,0,0,0,35,0,0,70,35,0,0,464,260,0,0,0,779
bouncestorage.chaos-http-proxy,12,2209,3,97,255,46719,107,9906,0,0,0,0,0,0,7,0,0,0,0,7,0,1,18,4,0,2,32,34,0,0,0,151
JD-Software.JDeSurvey,152,13036,23,1362,7587,533649,3244,158978,0,0,0,0,0,0,3,70,0,0,0,30,0,0,117,150,0,0,880,1145,0,0,0,1642
DataReply.kafka-connect-mongodb,15,263,6,11,473,11626,282,1173,0,0,0,2,0,0,0,1,0,0,0,9,0,0,5,0,0,0,1,6,0,0,0,53
xiaoyao1991.presto-ethereum,26,2092,0,39,1026,38408,0,2862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,26,13,0,0,0,51
BuildStatic.AnvilGUI,55,0,1,0,842,0,68,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
corsoft.esper-demo-nuclear,9,6262,4,732,145,202783,77,77085,0,0,0,0,0,0,1,2,0,0,0,2,0,0,18,38,0,0,146,782,0,0,0,800
tillrohrmann.cep-monitoring,98,666,2,41,2681,19331,105,3613,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,11,13,0,0,0,84
aggregateknowledge.java-hll,18,10683,4,669,813,245778,286,187856,0,0,0,2,0,0,0,4,0,0,0,0,0,0,206,0,0,0,140,466,0,0,0,513
conductor-framework.conductor,9,1392,1,171,869,46691,703,12737,0,0,0,0,0,0,0,0,0,0,0,17,0,0,7,2,0,0,109,33,0,0,0,354
akkumar.jreversepro,184,98,15,16,4631,4944,796,1532,0,0,0,1,0,0,4,3,0,0,0,15,0,0,0,0,0,0,25,5,0,0,0,15
aws.aws-sdk-cpp,54,2466,7,145,4093,67529,294,18141,0,0,1,0,0,0,7,1,0,0,0,3,0,0,12,1,0,0,144,57,0,0,0,153
google.gwteventbinder,11,0,0,0,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Stratio.Decision,255,38476,43,1909,7040,892207,2958,215607,0,0,1,3,0,0,15,5,0,0,0,77,0,0,154,111,0,1,801,1591,0,0,0,1865
Sayi.poi-tl,67,6960,19,152,2231,367131,1069,17497,0,0,0,0,0,0,8,5,0,0,0,25,0,0,37,6,0,0,75,88,0,0,0,121
webmagic-io.jobhunter,4,1384,1,190,86,80638,52,25345,0,0,1,0,0,0,0,0,0,0,0,0,0,0,42,5,0,0,278,80,0,0,0,272
aerogear.aerogear-otp-java,7,0,1,0,222,0,21,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RichardWarburton.java-8-lambdas-exercises,147,915,4,18,2218,13337,146,1527,0,0,0,0,0,0,2,1,0,0,0,3,0,0,3,0,0,0,13,5,0,0,0,9
jitsi.jibri,255,7112,28,318,4061,198598,1337,45012,0,0,0,0,0,0,3,2,0,0,0,67,0,0,21,45,0,1,130,162,0,0,0,259
relops.snowflake,1,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
webdriverextensions.webdriverextensions,90,2742,7,95,4599,63784,2675,12577,0,0,0,0,0,0,4,0,0,0,0,20,0,0,6,2,0,0,55,34,0,0,0,98
cloudera.impala-tpcds-kit,3,22,2,1,76,1025,76,42,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
restfb.restfb,611,0,77,0,24078,0,8797,0,0,0,0,0,0,0,1,274,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0
opendatalab-de.geojson-jackson,19,799,2,47,606,50613,147,10735,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,9,79,0,0,0,6
zeroturnaround.zt-exec,52,23,13,3,1470,868,838,171,0,0,0,0,0,0,3,3,0,0,0,16,0,0,0,0,0,0,0,2,0,0,0,3
andygibson.datafactory,7,0,4,0,360,0,346,0,0,0,0,0,0,0,4,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SalesforceFoundation.ApexDoc,10,0,2,0,559,0,321,0,0,0,3,0,0,0,3,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
astefanutti.metrics-cdi,61,63,1,5,471,1284,11,249,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5
javadev.underscore-java,109,0,4,0,3481,0,914,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ncredinburgh.QuickTheories,254,107,7,5,15093,8660,434,406,0,0,0,0,0,0,4,2,0,0,0,2,0,0,0,0,0,0,7,2,0,0,0,0
wolfboys.opencron,236,9517,54,761,9945,382744,5003,81909,0,0,13,4,0,0,46,8,0,0,0,83,0,0,72,53,0,0,326,283,0,0,0,1259
torquebox.jruby-maven-plugins,63,11123,16,501,2803,335590,1752,76023,0,0,1,1,0,0,19,4,0,0,0,6,0,0,46,50,0,0,655,293,0,0,0,155
lambci.docker-lambda,3925,743,261,0,160812,25897,31786,0,0,0,37,3,0,0,98,207,0,0,0,317,0,0,0,0,0,0,0,0,0,0,0,0
sunlightcs.renren-security-boot,174,4121,6,470,1976,226364,625,66475,0,0,0,0,0,0,16,2,0,0,0,0,0,0,58,40,0,0,479,320,0,0,0,695
jorabin.KeePassJava2,178,5809,29,302,4495,204067,1220,28101,0,0,0,1,0,0,16,79,0,0,0,9,0,0,59,39,0,0,147,318,0,0,0,188
digidotcom.XBeeJavaLibrary,259,85,73,7,11884,3567,7065,754,0,0,2,1,0,0,4,86,0,0,0,158,0,0,0,1,0,0,2,3,0,0,0,54
Erudika.scoold,105,395,5,61,2162,20602,676,8568,0,0,0,0,0,0,17,2,0,0,0,1,0,0,2,1,0,0,15,34,0,0,0,139
kevinsawicki.http-request,21,0,3,0,994,0,994,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jmdns.jmdns,116,34,24,4,4264,2060,2867,568,0,0,0,2,0,0,2,2,0,0,0,94,0,0,0,0,0,0,0,4,0,0,0,52
felipebz.sonar-plsql,155,365,6,12,4370,7692,265,627,0,0,0,0,0,0,1,6,0,0,0,9,0,0,0,0,0,0,8,7,0,0,0,4
Athou.commafeed,25761,7539,1602,0,1008598,384755,213889,0,0,0,210,85,0,2,944,1075,0,0,0,1363,0,0,0,0,0,0,0,0,0,0,0,0
AdRoll.cantor,10014,1633,1082,0,344960,40620,107372,0,0,0,131,114,0,4,631,571,0,0,0,1698,0,0,0,0,0,0,0,0,0,0,0,0
Aconex.scrutineer,42,9406,3,499,1087,313706,172,67441,0,0,0,0,0,0,3,0,0,0,0,7,0,0,22,35,0,0,150,358,0,0,0,2143
tobyweston.simple-excel,93,5197,2,195,2995,346918,66,15511,0,0,0,0,0,0,1,1,0,0,0,0,0,0,53,6,0,0,76,82,0,0,0,111
xiweicheng.tms,279,5892,112,313,16659,183633,13317,36225,0,0,17,3,0,0,119,210,0,0,0,532,0,0,61,34,0,0,233,75,0,0,0,337
Webtrends.wookiee,1510,17262,36,354,10792,274463,544,34558,0,0,0,0,0,0,5,14,0,0,0,31,0,0,18,52,0,0,115,325,0,0,0,137
michaellavelle.spring-data-dynamodb,102,2610,4,146,2451,83579,158,13387,0,0,0,0,0,0,0,0,0,0,0,19,0,0,3,1,0,0,24,57,0,0,0,251
actiontech.dble,1671,8315,276,615,63210,329241,24769,85601,0,0,3,7,0,0,99,121,0,0,0,558,0,0,41,62,0,0,293,230,0,0,0,785
joshjdevl.kalium-jni,19,0,9,0,2419,0,326,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mdeanda.lorem,2,0,1,0,214,0,192,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
philipsorst.angular-rest-springsecurity,25,2631,5,409,428,128502,160,47493,0,0,0,0,0,0,0,4,0,0,0,8,0,0,35,11,0,0,274,198,0,0,0,463
wks.ik-analyzer,23,1400,2,165,1031,46160,188,16157,0,0,0,5,0,0,1,1,0,0,0,0,0,0,17,41,0,0,145,58,0,0,0,208
zalando.spring-cloud-config-aws-kms,10,2112,0,127,177,42904,0,8682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,9,84,0,0,0,189
xiangxik.castle-platform,314,11858,46,896,7383,454191,1890,107310,0,0,1,1,0,0,15,23,0,0,0,64,0,0,116,38,0,0,651,358,0,0,0,1416
NewEconomyMovement.nem.core,320,4548,27,269,11056,188563,2531,31917,0,0,0,0,0,0,1,37,0,0,0,18,0,0,119,7,0,0,85,331,0,0,0,110
Ouyangan.hunt-admin,77,11080,41,1044,4228,453661,3394,114935,0,0,5,0,0,0,18,86,0,0,0,97,0,0,87,41,0,0,547,489,0,0,0,1630
trung.InMemoryJavaCompiler,7,23,1,3,143,868,63,171,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3
StevenKin.ZhihuQuestionsSpider,32,1381,6,161,680,77740,200,21132,0,0,0,0,0,0,8,0,0,0,0,2,0,0,29,28,0,0,91,96,0,0,0,202
jsoverson.todomvc,5,42,0,7,179,1756,0,393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,9,2,0,0,0,22
jiongjionger.NeverLag,129,1215,15,63,4529,36735,1002,7112,0,0,0,0,0,0,13,0,0,0,0,18,0,0,1,3,0,0,27,27,0,0,0,89
sannies.mp4parser,699,1685,91,104,27843,68515,8510,13652,0,0,11,14,0,0,25,102,0,0,0,34,0,0,38,1,0,0,114,77,0,0,0,109
opoo.opoopress,203,13707,51,473,5119,337205,3324,72109,0,0,3,0,0,0,37,10,0,0,0,130,0,0,51,38,0,0,397,262,0,0,0,297
joestelmach.natty,140,585,9,123,10913,29997,10417,17745,0,0,0,1,0,0,0,8,0,0,0,9,0,0,0,3,0,0,13,14,0,0,0,276
Graylog2.graylog2-alarmcallback-slack,17,0,1,0,400,0,33,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
sematext.HBaseHUT,35,0,3,0,747,0,84,0,0,0,0,0,0,0,0,2,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
adamfisk.LittleProxy,83,4276,8,197,2210,149308,647,22548,0,0,2,1,0,0,5,0,0,0,0,16,0,0,26,5,0,0,105,69,0,0,0,355
neoremind.navi-pbrpc,83,1983,20,102,2533,82546,955,11553,0,0,0,2,0,0,3,2,0,0,0,39,0,0,8,38,0,0,48,47,0,0,0,169
michaelliao.shici,64,2357,5,49,2109,67669,675,5569,0,0,0,0,0,0,16,2,0,0,0,1,0,0,2,18,0,0,21,63,0,0,0,5
aditya-grover.node2vec,11195,5157,1188,0,351928,102164,97895,0,0,0,63,465,0,3,447,399,0,0,0,1789,0,0,0,0,0,0,0,0,0,0,0,0
kohsuke.com4j,154,88,11,12,2751,3694,688,966,0,0,0,1,0,0,9,2,0,0,0,3,0,0,0,0,0,0,12,1,0,0,0,5
greenlaw110.Rythm,463,1875,29,290,10718,130894,4868,56027,0,0,2,5,0,0,23,2,0,0,0,32,0,0,21,94,0,0,166,838,0,0,0,122
square.javapoet,42,0,1,0,1798,0,76,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
alphazero.jredis,211,281,20,58,6977,9974,2843,5089,0,0,1,0,0,0,10,7,0,0,0,15,0,0,7,2,0,0,45,20,0,0,0,68
killme2008.gecko,216,25,17,7,8940,1427,2531,809,0,0,1,1,0,0,4,6,0,0,0,25,0,0,0,2,0,0,3,10,0,0,0,14
coreos.clair,44,246,0,23,58,3941,0,426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,1,2,0,0,0,0
TiBeN.ia-mame,1287,1304,74,0,36943,34485,8538,0,0,0,1,4,0,0,81,18,0,0,0,105,0,0,0,0,0,0,0,0,0,0,0,0
mpusher.mpush,402,5296,70,242,11882,180952,4533,29015,0,0,10,0,0,0,12,11,0,0,0,206,0,0,22,44,0,0,102,117,0,0,0,227
sahan.RoboZombie,150,0,3,0,2564,0,115,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
GideonLeGrange.mikrotik-java,24,0,1,0,661,0,59,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pedrovgs.Algorithms,89,0,1,0,2180,0,31,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cognifide.bobcat,401,8024,20,314,6178,200260,606,31214,0,0,0,0,0,0,1,1,0,0,0,22,0,0,29,4,0,0,159,117,0,0,0,396
mwinteringham.api-framework,14,1536,2,317,135,81825,21,28129,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,20,0,0,50,100,0,0,0,241
fallsea.spring-boot-starter-motan,2,292,0,21,22,10603,0,1597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,0,0,16,9,0,0,0,28
Eneco.kafka-connect-twitter,53,5932,5,177,484,100305,288,22636,0,0,0,0,0,0,0,0,0,0,0,10,0,0,15,0,0,0,42,210,0,0,0,64
bessemHmidi.AngularBeans,203,4097,35,144,3096,133644,1302,26767,0,0,4,5,0,0,5,10,0,0,0,44,0,0,18,16,0,0,83,49,0,0,0,123
cschneider.Karaf-Tutorial,0,20,0,0,0,183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hltfbk.Excitement-Open-Platform,2413,20922,410,2564,81271,830160,29770,291384,0,0,138,66,0,4,428,64,0,0,0,643,17,1,830,407,0,23,2641,1455,0,0,0,3013
thymeleaf.thymeleafexamples-layouts,26,6762,10,727,550,257435,185,69547,0,0,3,0,0,0,0,1,0,0,0,13,0,0,48,21,0,0,348,235,0,0,0,992
baishui2004.common_gui_tools,149,1911,24,113,3223,131116,2147,17525,0,0,24,35,0,0,25,20,0,0,0,6,0,0,14,5,0,0,73,135,0,0,0,116
joelso.trello4j,97,148,4,3,1378,2803,783,24,0,0,0,0,0,0,1,8,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2
apache.incubator-singa,0,464,0,33,0,9086,0,1022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,5,2,0,0,0,5
vsilaev.tascalate-concurrent,76,0,1,0,7724,0,22,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
johncarl81.parceler,3339,26,101,0,83428,505,10610,0,0,0,19,3,0,0,34,57,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0
songgc.display-advertising-challenge,5,2138,2,68,350,67007,299,7528,0,0,0,1,0,0,0,2,0,0,0,1,0,0,10,1,0,0,15,6,0,0,0,94
ahus1.prometheus-hystrix,50,454,2,16,390,6557,170,1244,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,2,2,0,0,0,15
geoscript.geoscript-js,45,2289,2,391,2625,116066,287,36500,0,0,2,1,0,0,0,0,0,0,0,1,0,0,49,183,0,0,159,93,0,0,0,512
database-rider.database-rider,139,4967,17,487,4343,246888,1427,46176,0,0,10,0,0,0,15,29,0,0,0,42,0,0,30,2,0,0,313,177,0,0,0,1004
upmc-enterprises.elasticsearch-operator,44,246,0,23,58,3941,0,426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,1,2,0,0,0,0
fstab.promagent,34,2418,6,33,772,22919,293,3297,0,0,0,0,0,0,3,1,0,0,0,4,0,0,2,0,0,0,54,2,0,0,0,17
CrawlScript.WebCollector,107,2237,19,149,3579,95896,1473,23798,0,0,1,15,0,0,18,3,0,0,0,9,0,0,29,76,0,0,69,107,0,0,0,133
terrymanu.miracle-framework,80,15396,4,1330,1168,536079,89,140592,0,0,0,0,0,0,1,1,0,0,0,3,0,0,79,63,0,0,631,872,0,0,0,2031
ErnestOrt.Trampoline,90,2899,5,214,2057,96252,675,25087,0,0,0,0,0,0,16,2,0,0,0,1,0,0,30,4,0,0,193,109,0,0,0,225
pgr0ss.bazel-deps,3934,2052,185,0,102445,41747,17758,0,0,0,34,6,0,0,139,68,0,0,0,178,0,0,0,0,0,0,0,0,0,0,0,0
spring-projects.spring-data-examples,7007,25716,18,1228,9050,892461,1340,150310,0,0,0,0,0,0,20,10,0,0,0,28,0,0,73,82,0,0,772,495,0,0,0,1746
julianhyde.sqlline,66,250,6,13,4157,13647,2212,2412,0,0,0,0,0,0,13,1,0,0,0,5,0,0,0,4,0,0,19,13,0,0,0,15
psidnell.ofexport2,60,3513,18,312,2937,139693,1467,33699,0,0,1,0,0,0,7,13,0,0,0,31,0,0,20,66,0,0,232,180,0,0,0,525
senseidb.bobo,419,12679,41,777,10925,310979,3289,179717,0,0,0,11,0,0,3,27,0,0,0,24,0,0,219,20,0,0,230,589,0,0,0,595
bejean.crawl-anywhere,27163,8760,2328,92,1227001,333061,260116,16116,0,0,457,178,0,2,1267,1889,0,0,0,2059,0,0,18,11,0,0,81,40,0,0,0,133
foo4u.spring-mvc-cache-control,0,987,0,161,0,28635,0,12323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,60,76,0,0,0,304
b3log.b3log-solo,131,3073,29,177,6951,99820,2883,24451,0,0,2,1,0,0,63,9,0,0,0,25,0,0,44,15,0,0,208,67,0,0,0,164
knightliao.common-utils,417,326,38,16,19839,8809,5161,1298,0,0,1,6,0,0,67,21,0,0,0,108,0,0,1,4,0,0,11,2,0,0,0,53
aharin.inproctester,44,3919,5,328,775,128891,98,35635,0,0,2,1,0,0,2,0,0,0,0,6,0,0,12,3,0,0,186,167,0,0,0,451
dvdme.forecastio-lib-java,12,20,1,1,844,1016,264,8,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
the8472.mldht,243,33,45,4,10475,2326,4941,873,0,0,0,2,0,0,28,31,0,0,0,9,0,0,0,0,0,0,0,14,0,0,0,0
mortardata.mortar-recsys,6,6754,0,579,297,277632,0,78176,0,0,0,0,0,0,0,0,0,0,0,0,17,1,166,5,0,19,607,201,0,0,0,1461
plantuml.plantuml-server,18,3759,4,325,435,161278,255,19997,0,0,2,0,0,0,5,0,0,0,0,15,0,0,30,5,0,0,138,97,0,0,0,221
EveryoneJavaBlog.everyone-java-blog,116,3908,34,504,3271,193056,1397,67840,0,0,34,0,0,0,11,14,0,0,0,105,0,0,66,46,0,0,388,378,0,0,0,647
sensorstorm.StormCV,76,10853,33,368,3432,322056,2076,37245,0,0,0,1,0,0,13,20,0,0,0,34,0,0,22,7,0,0,109,617,0,0,0,336
Moocar.logback-gelf,7,369,2,30,400,11359,210,2737,0,0,1,0,0,0,0,0,0,0,0,1,0,0,3,2,0,0,3,16,0,0,0,75
logsniffer.logsniffer,444,13029,108,954,7038,425600,4342,101262,0,0,1,1,0,0,30,22,0,0,0,198,0,0,83,19,0,0,619,677,0,0,0,1327
gluonhq.gluon-samples,50,0,5,0,2057,0,675,0,0,0,0,0,0,0,16,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
skyscreamer.JSONassert,20,8,1,0,1033,861,9,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
spring-cloud.spring-cloud-aws,208,15588,18,855,4802,537515,1255,87712,0,0,2,0,0,0,1,0,0,0,0,30,0,0,19,4,0,0,259,831,0,0,0,1228
nuclio.nuclio,44,246,10,23,58,3941,58,426,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,20,0,0,1,2,0,0,0,0
GoogleCloudPlatform.cloud-dataproc,5809,29,221,0,173387,403,26469,0,0,0,46,0,0,0,79,134,0,0,0,228,0,0,0,0,0,0,0,0,0,0,0,0
remoting.dubbox,2118,13745,113,1579,39725,559535,8943,183775,0,0,11,8,0,0,66,34,0,0,0,159,0,0,184,144,0,6,1026,998,0,0,0,2184
codelibs.elasticsearch-auth,39,86,4,4,695,3093,245,326,0,0,0,0,0,0,1,3,0,0,0,0,0,0,17,0,0,0,16,0,0,0,0,0
ccidral.tomighty,178,2121,14,101,3214,44833,743,9664,0,0,0,0,0,0,11,0,0,0,0,12,0,0,14,9,0,0,33,41,0,0,0,77
mybatis.mybatis-spring-boot,497,8098,2,193,2377,278533,142,18361,0,0,0,0,0,0,0,2,0,0,0,1,0,0,21,18,0,0,67,111,0,0,0,265
google.gcm,0,12,0,0,0,714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
apache.commons-net,179,0,9,0,9877,0,1389,0,0,0,1,0,0,0,19,5,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
stanford-futuredata.macrobase,26958,7268,993,0,572170,299748,122132,0,0,0,102,119,0,2,576,465,0,0,0,980,0,0,0,0,0,0,0,0,0,0,0,0
fincatto.nfe,1368,1513,72,195,46287,76911,6380,24886,0,0,1,5,0,0,19,48,0,0,0,70,0,0,70,18,0,0,130,47,0,0,0,892
rogerdudler.eclipse-ui-themes,1,984,0,64,14,29246,0,7194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,35,71,0,0,0,6
google.error-prone,6139,6775,79,87,96682,174679,9562,10722,0,0,8,0,0,0,20,6,0,0,0,70,0,0,9,1,0,0,81,20,0,0,0,31
sanity.tahrir,183,6917,26,377,3086,222384,1387,41568,0,0,3,4,0,0,13,0,0,0,0,50,0,0,177,18,0,3,177,219,0,0,0,289
timgrossmann.StorageSystem,31,918,13,149,606,27056,501,9567,0,0,1,0,0,0,2,2,0,0,0,43,0,0,2,0,0,0,70,36,0,0,0,357
AnujaK.restfiddle,253,6597,48,689,5045,276211,2358,79345,0,0,11,0,0,0,82,12,0,0,0,157,0,0,73,21,0,5,312,393,0,0,0,783
lukas-krecan.future-converter,68,5807,0,162,1115,114770,0,11638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,4,0,0,50,67,0,0,0,111
palatable.lambda,439,562,0,18,15757,9722,0,761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,13,0,0,0,7
spotify.heroic,3182,714,141,0,136407,17268,15021,0,0,0,11,2,0,0,69,16,0,0,0,388,0,0,0,0,0,0,0,0,0,0,0,0
kurtbrose.pyjks,0,831,0,40,0,30347,0,4229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,7,15,0,0,0,42
medcl.elasticsearch-analysis-ik,29,6362,5,292,1284,214018,367,29252,0,0,0,1,0,0,2,0,0,0,0,18,0,0,14,37,0,0,46,333,0,0,0,214
